Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,6:30,4.9,1,0.199459,287.52,12.89,4,0.278007,369.46,65.41,1,0.011909,266.28,28.73,2,0.06007,295.79
August,1,7:00,11.44,1,0.092742,254.9,20.26,1,0.025495,286.55,113.15,1,0.007806,273.84,48.48,1,0.018724,255.16
August,1,7:30,24.51,2,0.09719,303.19,40.52,0,0.008661,310.99,173.26,3,0.01457,265.2,77.21,2,0.021051,284.72
August,1,8:00,52.28,1,0.014927,250.17,64.46,1,0.013686,294.66,302.32,2,0.006676,270.12,125.69,1,0.004442,281.24
August,1,8:30,80.06,1,0.006876,277.52,79.19,2,0.026947,304.74,454.36,6,0.014161,292.79,193.92,1,0.007457,268.71
August,1,9:00,124.17,1,0.007272,278.22,198.89,3,0.012594,281.38,604.63,4,0.006787,291.09,281.9,4,0.01432,281.31
August,1,9:30,137.25,2,0.01568,271.92,267.03,5,0.018333,304.56,730.15,26,0.035271,310.07,357.32,10,0.02774,272.74
August,1,10:00,178.09,2,0.010315,293.24,331.49,7,0.022572,305.36,901.64,12,0.013262,308.88,412.98,10,0.0253,287.46
August,1,10:30,212.4,2,0.010116,293.77,390.42,17,0.044601,314.99,1028.93,12,0.011896,321.32,479.41,29,0.05959,290.52
August,1,11:00,256.52,3,0.013007,299.43,441.99,12,0.026763,319.28,1106.72,17,0.015646,323.9,527.89,16,0.029506,298.63
August,1,11:30,240.18,5,0.019513,291.15,502.76,19,0.038038,325.33,1138.54,34,0.02981,330.33,576.37,13,0.022503,300.57
August,1,12:00,269.59,10,0.037501,300.55,523.02,12,0.022204,321.77,1163.29,25,0.021541,329.89,594.33,9,0.014542,307.46
August,1,12:30,284.29,17,0.059227,305.82,541.43,19,0.034174,319.9,1173.9,34,0.029089,329.17,624.85,23,0.036033,300.35
August,1,13:00,272.86,4,0.015504,306.67,543.27,26,0.047541,323.89,1140.31,27,0.023908,332.99,628.45,23,0.036017,309.91
August,1,13:30,269.59,2,0.005915,311.36,585.63,34,0.057504,318.56,1159.76,54,0.046395,331.01,635.63,23,0.036957,304.81
August,1,14:00,263.05,3,0.012082,315.21,605.89,40,0.066749,326.96,1157.99,37,0.032335,335.5,610.49,15,0.024017,303.74
August,1,14:30,276.12,7,0.025208,311.25,593.0,30,0.050923,332.6,1150.92,23,0.019961,329.66,633.83,38,0.05998,312.79
August,1,15:00,263.05,3,0.009914,305.95,604.05,18,0.030184,321.81,1087.27,4,0.003687,338.4,614.08,14,0.022464,297.73
August,1,15:30,269.59,3,0.009747,308.68,585.63,13,0.022177,317.2,1060.75,2,0.001706,335.68,576.37,8,0.013766,296.15
August,1,16:00,264.69,2,0.008374,321.48,593.0,9,0.015187,328.82,1016.56,2,0.002248,335.51,551.24,7,0.013233,310.0
August,1,16:30,227.11,1,0.004993,296.51,572.74,8,0.013658,337.43,924.62,1,0.001458,332.92,504.55,5,0.009784,304.75
August,1,17:00,210.77,6,0.027317,306.53,517.49,4,0.007953,330.84,855.68,3,0.003323,336.04,477.62,4,0.00831,305.81
August,1,17:30,181.36,5,0.02621,318.88,500.92,7,0.014584,333.53,848.6,2,0.00255,332.26,439.91,2,0.003828,305.59
August,1,18:00,187.9,3,0.016333,320.11,443.83,13,0.030285,343.01,781.42,3,0.004202,328.57,414.77,2,0.005009,305.5
August,1,18:30,150.32,2,0.01426,334.17,408.84,12,0.029105,329.56,733.69,6,0.007817,339.95,382.45,1,0.003129,323.51
August,1,19:00,114.37,1,0.009622,321.13,362.8,11,0.030458,329.95,650.6,10,0.016138,328.68,373.48,2,0.005909,315.79
August,1,19:30,84.96,1,0.013247,331.16,318.6,7,0.021286,313.08,606.4,25,0.041869,326.19,314.22,2,0.00633,321.0
August,1,20:00,73.52,2,0.028239,300.31,283.61,19,0.068259,319.48,530.38,18,0.034642,334.68,272.92,4,0.014347,304.61
August,1,20:30,60.45,3,0.057247,275.72,257.83,8,0.030182,304.6,456.12,9,0.018695,328.58,256.76,3,0.011843,296.52
August,1,21:00,40.85,2,0.048054,296.27,197.05,8,0.038568,306.19,387.18,5,0.013828,328.0,215.47,8,0.035369,302.11
August,1,21:30,34.31,1,0.042633,297.1,169.43,3,0.019551,304.95,304.08,2,0.005059,330.08,181.35,2,0.010012,310.03
August,1,22:00,22.87,0,0.016112,364.23,136.28,4,0.027493,297.7,263.42,1,0.004868,322.09,154.42,1,0.005384,295.68
August,1,22:30,16.34,2,0.097243,305.03,121.55,2,0.017056,316.69,217.45,1,0.003492,319.64,131.08,1,0.005008,301.93
August,1,23:00,16.34,2,0.098361,332.33,93.92,2,0.02509,289.28,164.42,0,0.002477,309.68,105.94,0,0.001236,299.49
August,1,23:30,11.44,0,0.006468,259.56,69.98,1,0.011485,294.57,137.9,0,0.001301,314.49,82.6,1,0.008337,282.47
August,2,0:00,7.57,0,0.063333,466.65,58.38,2,0.038452,272.05,93.54,1,0.009482,294.19,65.24,0,0.006807,279.74
August,2,0:30,7.57,1,0.144872,396.29,43.78,2,0.041842,273.13,69.29,1,0.007821,333.96,45.3,0,0.000769,293.25
August,2,1:00,7.57,1,0.081944,388.54,18.76,0,0.003162,368.51,57.16,1,0.015444,297.22,36.24,0,0.007716,301.91
August,2,1:30,7.57,0,0.038636,363.83,14.59,0,0.013553,309.58,43.31,0,0.00916,281.89,27.18,0,0.005294,357.36
August,2,2:00,2.52,0,0.0,157.29,10.42,0,0.003077,353.04,31.18,1,0.033682,302.69,23.56,0,0.01165,330.04
August,2,2:30,2.52,0,0.0,395.83,6.25,0,0.0,317.01,22.52,1,0.037255,320.24,16.31,1,0.049634,381.05
August,2,3:00,5.05,0,0.0,286.77,12.51,0,0.0,383.22,27.72,1,0.050738,322.37,7.25,0,0.064394,381.98
August,2,3:30,2.52,0,0.0,550.7,4.17,0,0.0,266.67,15.59,0,0.001183,397.15,1.81,0,0.0,208.3
August,2,4:00,2.52,0,0.0,302.33,4.17,0,0.0,258.81,17.32,0,0.0,411.28,0.0,0,0.0,125.67
August,2,4:30,2.52,0,0.0,294.8,4.17,0,0.0,367.75,12.13,0,0.0,371.21,0.0,0,0.0,236.67
August,2,5:00,0.0,0,0.0,179.0,4.17,0,0.0,490.79,19.05,0,0.001982,358.85,1.81,0,0.0,335.72
August,2,5:30,5.05,0,0.0,308.59,4.17,0,0.04,280.63,19.05,0,0.008302,277.0,1.81,0,0.0,395.0
August,2,6:00,7.57,0,0.003703,236.89,4.17,0,0.0,407.12,32.91,0,0.007194,268.0,9.06,0,0.039872,246.69
August,2,6:30,5.05,0,0.0,268.25,10.42,0,0.0,293.14,41.57,1,0.021904,249.91,19.93,0,0.020525,277.0
August,2,7:00,12.62,0,0.0,289.54,12.51,0,0.0,285.01,65.82,0,0.002027,268.74,32.62,0,0.003761,292.21
August,2,7:30,15.15,0,0.018407,362.18,20.85,1,0.025223,284.75,97.0,1,0.006879,255.11,54.36,1,0.010657,278.7
August,2,8:00,27.77,1,0.019241,247.57,35.44,0,0.007118,267.17,155.9,0,0.002291,265.33,86.98,1,0.011511,289.47
August,2,8:30,40.39,0,0.004808,279.38,50.04,0,0.008464,297.73,225.19,1,0.003359,281.52,108.73,0,0.0027,298.31
August,2,9:00,50.49,0,0.001923,272.9,116.75,1,0.005102,291.17,296.21,1,0.001712,292.28,164.9,3,0.016629,295.96
August,2,9:30,53.01,0,0.0029,298.7,150.11,0,0.001568,305.42,355.11,1,0.002005,286.0,199.33,2,0.00829,272.33
August,2,10:00,58.06,0,0.000335,288.09,177.22,1,0.00769,294.8,464.24,1,0.003112,288.21,221.08,4,0.017976,287.26
August,2,10:30,88.36,0,0.000684,275.02,198.07,3,0.017288,313.97,540.45,3,0.00463,295.47,289.94,18,0.062172,302.12
August,2,11:00,75.74,0,0.003092,289.4,218.91,3,0.012058,309.3,606.28,2,0.003823,310.48,318.93,7,0.020514,288.74
August,2,11:30,85.83,0,0.004451,297.52,279.38,5,0.018678,301.91,644.39,9,0.014623,310.19,327.99,4,0.011941,295.84
August,2,12:00,133.8,1,0.00624,289.54,291.89,5,0.01748,303.52,696.35,2,0.003374,307.25,355.17,5,0.013468,289.69
August,2,12:30,156.52,3,0.01636,297.11,335.67,9,0.025873,308.33,703.28,5,0.006746,305.1,346.11,3,0.009254,288.42
August,2,13:00,191.86,7,0.034757,301.6,371.11,6,0.015371,291.74,758.71,9,0.011774,319.62,384.17,7,0.017075,297.37
August,2,13:30,209.53,3,0.015882,285.93,402.39,8,0.02053,297.18,732.73,20,0.027234,317.27,384.17,7,0.017453,302.59
August,2,14:00,217.11,2,0.009076,297.89,425.32,6,0.014633,306.3,755.25,11,0.01462,321.41,384.17,4,0.010378,303.07
August,2,14:30,219.63,6,0.028148,295.96,412.81,4,0.009991,307.22,781.23,3,0.003405,311.98,385.98,7,0.017748,291.44
August,2,15:00,207.01,5,0.023025,298.16,450.34,1,0.003049,306.4,708.48,2,0.002374,318.35,387.79,4,0.009061,302.77
August,2,15:30,222.16,7,0.032102,284.54,458.68,3,0.005873,302.84,732.73,2,0.002281,321.79,385.98,9,0.024355,295.34
August,2,16:00,207.01,2,0.008009,293.33,456.59,4,0.008405,302.72,727.53,2,0.003012,317.02,355.17,4,0.010734,307.77
August,2,16:30,189.34,1,0.00325,280.43,398.22,4,0.009028,296.16,689.43,6,0.00876,322.86,355.17,7,0.020892,302.02
August,2,17:00,161.57,2,0.009415,295.74,414.9,5,0.012998,306.67,653.05,3,0.00458,323.57,364.23,5,0.012456,307.64
August,2,17:30,159.04,1,0.008985,280.36,373.2,5,0.013125,308.29,597.62,1,0.001375,313.53,337.05,2,0.006613,303.16
August,2,18:00,116.13,1,0.005447,300.09,362.77,4,0.010774,302.62,538.72,1,0.002058,316.88,318.93,2,0.006645,298.24
August,2,18:30,98.46,1,0.007345,285.73,321.07,5,0.015828,302.78,528.33,2,0.003079,314.67,311.68,2,0.00507,299.35
August,2,19:00,78.26,0,0.004642,286.76,310.65,4,0.013188,286.58,476.36,1,0.002043,320.39,257.32,1,0.002558,297.23
August,2,19:30,65.64,1,0.009837,271.3,260.61,2,0.007769,309.04,422.66,2,0.005531,319.17,248.26,2,0.007029,313.45
August,2,20:00,70.69,2,0.024451,288.01,221.0,1,0.004586,302.05,386.29,2,0.004994,311.75,237.39,4,0.016265,312.75
August,2,20:30,53.01,1,0.027089,295.07,198.07,1,0.004009,295.8,346.45,2,0.006643,315.83,219.26,1,0.005545,298.85
August,2,21:00,53.01,2,0.046631,276.46,185.56,1,0.004664,298.42,297.94,1,0.001996,307.86,173.96,3,0.018415,303.85
August,2,21:30,40.39,1,0.017305,330.04,164.71,1,0.008502,304.52,259.83,1,0.004738,303.47,155.84,1,0.005426,304.84
August,2,22:00,35.34,1,0.021444,280.63,133.43,1,0.010615,310.29,218.26,1,0.003952,316.51,139.53,2,0.017667,312.41
August,2,22:30,35.34,5,0.143847,269.12,106.33,2,0.017113,287.78,195.74,2,0.007975,305.3,115.97,1,0.010776,308.19
August,2,23:00,20.2,2,0.088654,346.08,81.31,1,0.007907,254.19,162.83,0,0.002671,306.36,96.04,0,0.004812,307.66
August,2,23:30,20.2,1,0.043572,290.11,62.55,0,0.004214,272.24,135.11,1,0.004262,305.72,88.79,1,0.011919,320.81
August,3,0:00,1.6,0,0.0,473.64,12.16,1,0.051388,373.17,25.27,0,0.007653,316.54,16.35,0,0.004918,301.36
August,3,0:30,1.28,0,0.0,295.31,9.95,0,0.0,310.82,19.65,0,0.002313,303.5,12.38,0,0.002885,323.34
August,3,1:00,0.96,0,0.0,369.17,4.97,0,0.0,373.86,15.91,0,0.006886,307.33,7.92,0,0.0,342.46
August,3,1:30,0.32,0,0.0,314.14,3.32,0,0.0,414.83,10.76,0,0.013365,329.4,7.43,0,0.008083,348.6
August,3,2:00,0.64,0,0.0,500.01,3.32,0,0.0,283.69,7.02,0,0.038008,297.49,4.95,0,0.044505,312.34
August,3,2:30,0.32,0,0.0,449.0,2.76,0,0.0,414.03,6.55,1,0.077402,365.37,4.46,0,0.027645,327.88
August,3,3:00,0.32,0,0.0,296.4,1.66,0,0.040909,381.64,5.61,0,0.038666,316.18,3.47,0,0.049963,381.25
August,3,3:30,0.32,0,0.0,253.14,1.11,0,0.0,468.12,5.15,0,0.000769,304.52,2.97,0,0.06622,268.53
August,3,4:00,0.32,0,0.0,215.4,1.66,0,0.0225,296.8,5.61,0,0.00641,316.84,2.97,0,0.080416,290.36
August,3,4:30,0.32,0,0.0,172.0,1.11,0,0.0,256.14,4.21,0,0.001709,311.18,2.97,0,0.092638,214.49
August,3,5:00,0.32,0,0.0,273.92,1.11,0,0.002273,315.83,5.15,0,0.007885,340.09,2.48,0,0.048101,311.62
August,3,5:30,0.32,0,0.045,314.15,2.21,0,0.003077,326.75,6.55,0,0.020673,274.22,2.48,0,0.024523,309.54
August,3,6:00,0.64,0,0.001667,269.17,1.66,0,0.0,254.27,11.23,0,0.003542,270.18,5.45,0,0.012403,241.95
August,3,6:30,1.28,0,0.170832,216.2,3.32,1,0.212683,424.69,21.06,0,0.013535,294.97,10.4,0,0.021636,254.31
August,3,7:00,2.56,0,0.028735,223.1,12.71,0,0.012197,270.82,37.9,0,0.002765,246.8,16.84,0,0.011187,271.55
August,3,7:30,4.48,0,0.029875,314.7,20.44,1,0.029725,274.16,57.55,0,0.007957,253.02,28.23,0,0.00838,274.32
August,3,8:00,14.71,0,0.010011,281.48,40.89,0,0.00695,276.61,116.51,1,0.004409,284.07,53.49,0,0.004364,272.65
August,3,8:30,27.82,1,0.020626,309.56,68.52,1,0.019484,298.7,182.01,0,0.002056,295.9,82.72,1,0.015721,283.41
August,3,9:00,42.21,1,0.013461,301.46,102.22,1,0.006665,301.74,257.81,1,0.003341,304.7,133.24,1,0.00959,288.81
August,3,9:30,56.29,1,0.012155,317.95,130.96,1,0.007198,317.39,344.84,7,0.020771,324.01,167.91,6,0.034468,301.86
August,3,10:00,64.92,1,0.008653,320.27,166.87,2,0.010443,322.73,399.59,10,0.025544,325.03,196.14,6,0.029211,309.14
August,3,10:30,74.83,1,0.009875,305.14,186.76,8,0.042521,337.1,447.78,15,0.033618,333.28,225.37,11,0.049356,315.16
August,3,11:00,77.39,0,0.00317,312.78,209.42,5,0.021973,342.32,481.47,12,0.024148,341.98,235.77,7,0.031796,319.14
August,3,11:30,76.75,0,0.003067,326.44,221.02,6,0.027698,342.54,490.36,13,0.026952,345.53,241.21,6,0.026289,320.65
August,3,12:00,76.43,1,0.009584,320.16,240.91,4,0.017526,336.43,509.54,15,0.029599,343.92,270.44,9,0.032569,321.96
August,3,12:30,79.95,1,0.010345,312.79,248.65,8,0.034013,345.75,510.48,19,0.037853,344.02,266.48,11,0.042944,321.36
August,3,13:00,85.39,1,0.012485,313.92,254.73,5,0.020968,345.87,494.57,9,0.018243,350.1,266.48,7,0.027882,322.63
August,3,13:30,77.39,1,0.010136,323.33,274.62,9,0.034571,338.9,504.4,16,0.032637,356.77,274.9,8,0.028561,322.86
August,3,14:00,82.19,1,0.011272,322.88,282.36,9,0.030692,337.18,522.64,15,0.029275,357.07,286.78,8,0.027853,317.92
August,3,14:30,84.75,3,0.033244,323.27,273.52,10,0.035775,338.44,512.35,29,0.055647,354.84,287.28,16,0.054611,325.78
August,3,15:00,79.63,1,0.016564,319.91,278.49,5,0.018923,345.86,531.54,18,0.033097,350.89,285.79,8,0.026457,322.78
August,3,15:30,87.31,1,0.014305,324.83,271.86,3,0.009199,340.55,514.22,6,0.01198,357.46,283.32,7,0.02316,328.37
August,3,16:00,82.51,0,0.005026,339.19,276.83,2,0.005727,340.11,512.82,2,0.003715,353.69,282.82,3,0.009384,333.95
August,3,16:30,78.99,0,0.002298,323.68,266.33,4,0.014122,352.3,495.51,3,0.005433,354.46,276.38,5,0.016729,336.91
August,3,17:00,71.32,1,0.008436,328.34,258.04,2,0.006933,346.96,460.41,5,0.010673,350.8,267.96,2,0.009179,337.57
August,3,17:30,68.12,1,0.00896,319.26,246.44,2,0.006351,350.32,432.81,5,0.011352,356.77,242.7,5,0.018573,331.21
August,3,18:00,51.17,0,0.008171,311.57,213.84,2,0.010839,349.87,400.52,8,0.019338,352.99,222.89,2,0.009132,334.23
August,3,18:30,50.85,1,0.010653,332.44,202.24,4,0.017678,343.99,357.01,5,0.013971,354.24,202.09,1,0.005228,337.08
August,3,19:00,32.3,0,0.002961,328.79,176.27,3,0.01796,351.17,313.96,4,0.012095,364.09,179.3,2,0.011465,319.54
August,3,19:30,25.9,0,0.01394,328.4,165.21,2,0.015013,328.68,284.95,7,0.025202,357.52,163.95,7,0.041773,334.51
August,3,20:00,19.51,0,0.013135,318.21,151.95,4,0.026431,335.11,247.99,6,0.023222,356.95,143.64,5,0.034782,323.52
August,3,20:30,14.71,0,0.029848,323.57,123.22,2,0.013629,326.93,203.54,1,0.006067,346.35,127.79,2,0.01738,325.45
August,3,21:00,13.11,0,0.032526,329.27,99.46,1,0.010843,329.74,170.78,1,0.003087,348.37,102.03,3,0.030784,326.03
August,3,21:30,10.23,0,0.03468,319.33,80.67,0,0.005785,337.42,150.66,0,0.001775,342.24,83.21,1,0.012017,333.03
August,3,22:00,7.36,0,0.002892,324.92,66.31,0,0.004341,320.15,115.57,0,0.002709,335.63,67.86,1,0.007482,328.12
August,3,22:30,5.76,1,0.178027,331.34,49.73,0,0.003922,314.98,93.58,0,0.002347,329.63,60.43,0,0.004264,327.19
August,3,23:00,5.76,0,0.061101,301.53,37.02,0,0.0054,294.74,70.65,0,0.001104,320.25,47.05,0,0.006039,335.23
August,3,23:30,3.84,0,0.002643,336.36,27.63,0,0.003211,298.34,51.0,0,0.00162,331.01,35.66,0,0.004598,318.49
August,4,0:00,6.82,0,0.002564,538.79,53.5,0,0.000555,311.21,91.38,0,0.003823,328.31,63.59,1,0.011421,315.81
August,4,0:30,5.68,0,0.0,298.01,34.77,0,0.003828,308.65,67.65,0,0.000302,339.99,44.89,0,0.0,336.69
August,4,1:00,4.55,0,0.0,355.18,17.39,0,0.007176,322.17,49.84,0,0.000202,340.9,33.67,0,0.0,369.42
August,4,1:30,3.41,0,0.0375,260.58,10.7,0,0.0,388.79,39.16,0,0.008444,298.75,24.94,0,0.016903,348.89
August,4,2:00,2.27,0,0.0,455.23,5.35,0,0.010714,338.24,26.11,0,0.011453,294.73,16.21,1,0.042658,326.74
August,4,2:30,1.14,0,0.0,194.61,5.35,0,0.002777,352.23,27.3,0,0.004173,265.17,13.72,0,0.002903,300.34
August,4,3:00,1.14,0,0.0,483.29,4.01,0,0.002777,362.61,17.8,0,0.024298,274.23,3.74,0,0.002777,376.61
August,4,3:30,1.14,0,0.15,436.08,2.67,0,0.0025,215.99,15.43,0,0.012365,304.58,1.25,0,0.0,287.0
August,4,4:00,1.14,0,0.0,279.33,2.67,0,0.0,248.75,13.05,0,0.015717,324.61,0.0,0,0.033333,488.33
August,4,4:30,1.14,0,0.0,248.17,2.67,0,0.005,223.18,15.43,0,0.010342,281.56,0.0,0,0.0,216.33
August,4,5:00,2.27,0,0.0,259.39,2.67,0,0.0,310.07,17.8,0,0.011538,301.83,0.0,0,0.0,215.67
August,4,5:30,3.41,0,0.005,391.73,5.35,0,0.034615,318.39,20.17,0,0.019681,339.62,1.25,0,0.016667,306.0
August,4,6:00,3.41,0,0.0,314.52,6.69,0,0.0,278.59,39.16,1,0.016108,244.85,17.46,0,0.001098,229.8
August,4,6:30,6.82,1,0.122093,287.03,12.04,3,0.233157,306.88,58.15,1,0.016868,242.59,27.43,1,0.025145,247.99
August,4,7:00,11.36,0,0.041005,261.15,34.77,1,0.021547,260.0,105.62,1,0.005319,262.66,53.62,0,0.007418,279.53
August,4,7:30,18.18,1,0.050828,332.26,53.5,1,0.024674,291.22,169.71,2,0.010756,267.01,79.8,0,0.002184,276.36
August,4,8:00,51.13,1,0.019992,274.6,108.33,1,0.011591,274.43,309.74,1,0.004422,291.39,150.87,1,0.00455,279.64
August,4,8:30,102.26,3,0.032538,303.01,169.86,2,0.012459,301.73,448.6,1,0.003098,304.77,218.21,1,0.002359,289.78
August,4,9:00,146.58,3,0.021953,321.32,246.09,1,0.004954,300.3,640.85,2,0.003649,311.17,330.43,1,0.002424,293.5
August,4,9:30,196.57,3,0.015283,324.59,322.33,4,0.01286,325.09,827.17,9,0.01093,320.65,412.72,4,0.010305,300.29
August,4,10:00,224.98,3,0.013898,318.64,377.16,4,0.010765,317.39,958.9,10,0.010052,323.4,480.05,7,0.014078,306.52
August,4,10:30,244.3,2,0.007121,315.23,423.98,14,0.032655,329.78,1063.34,25,0.023183,332.92,543.64,21,0.038155,306.87
August,4,11:00,256.8,2,0.006907,321.05,484.16,5,0.010437,333.91,1117.93,19,0.016562,338.82,562.35,15,0.027381,324.61
August,4,11:30,274.98,2,0.00717,326.12,500.21,8,0.016455,334.23,1196.25,14,0.011931,342.49,622.2,15,0.024619,318.75
August,4,12:00,272.7,2,0.007108,322.21,522.95,4,0.006911,343.67,1195.07,18,0.015394,342.86,634.67,8,0.0123,319.0
August,4,12:30,286.34,5,0.016567,316.7,557.72,11,0.020334,345.72,1195.07,49,0.041132,347.3,632.17,20,0.031566,324.78
August,4,13:00,276.11,2,0.005872,320.23,597.84,8,0.013092,342.71,1218.8,14,0.0115,346.14,642.15,21,0.033166,319.53
August,4,13:30,274.98,2,0.005702,329.39,580.46,12,0.021041,343.11,1190.32,34,0.028744,347.72,610.98,26,0.043063,328.83
August,4,14:00,282.93,2,0.007204,320.97,607.21,9,0.014112,334.78,1271.02,21,0.016269,349.46,679.55,22,0.032404,324.26
August,4,14:30,301.11,2,0.006581,320.83,639.31,8,0.011742,345.88,1209.31,23,0.019044,352.86,644.64,16,0.025286,325.07
August,4,15:00,279.52,1,0.004857,323.99,633.96,5,0.008096,335.91,1212.87,11,0.009404,353.08,640.9,12,0.018345,324.66
August,4,15:30,290.88,3,0.0119,322.71,617.91,5,0.008052,342.38,1192.69,5,0.003987,353.3,649.63,17,0.025417,322.89
August,4,16:00,294.29,5,0.01593,333.5,604.53,4,0.006365,349.86,1159.47,3,0.002758,353.97,702.0,7,0.009868,325.99
August,4,16:30,264.75,1,0.002315,337.45,587.15,4,0.006552,345.8,1165.4,7,0.006309,351.04,647.13,7,0.011461,327.84
August,4,17:00,229.53,1,0.003095,324.75,588.48,5,0.009337,351.19,1152.34,12,0.010082,356.71,596.01,4,0.006277,332.47
August,4,17:30,205.66,1,0.003292,322.49,534.98,7,0.012377,350.96,1045.54,11,0.010215,351.23,562.35,9,0.016868,326.54
August,4,18:00,188.62,1,0.00636,328.38,521.61,9,0.017044,345.98,933.98,13,0.014006,350.73,534.91,7,0.012935,329.45
August,4,18:30,161.35,2,0.013546,324.83,470.79,5,0.011108,339.22,823.61,13,0.016142,349.29,453.87,3,0.005791,333.34
August,4,19:00,104.54,1,0.010764,342.49,421.3,5,0.011748,340.66,767.83,12,0.016103,351.18,425.19,3,0.008128,321.49
August,4,19:30,82.95,1,0.006247,320.36,382.51,3,0.007841,341.68,682.39,10,0.014125,345.73,399.0,12,0.029875,337.21
August,4,20:00,63.63,2,0.028317,340.1,319.65,8,0.024535,335.38,557.78,9,0.016821,351.58,334.17,10,0.030182,329.02
August,4,20:30,60.22,2,0.038626,321.96,291.57,5,0.017997,326.29,503.19,4,0.007301,349.29,295.51,5,0.017514,320.21
August,4,21:00,43.18,1,0.032103,324.97,226.03,4,0.017254,326.71,427.23,1,0.002572,342.81,231.92,4,0.017011,321.95
August,4,21:30,29.54,0,0.009933,313.42,187.24,2,0.009146,328.03,365.52,0,0.000815,342.86,204.49,3,0.014863,330.65
August,4,22:00,27.27,0,0.002047,302.41,149.8,2,0.012483,332.7,299.06,3,0.010702,338.35,169.58,2,0.011913,342.74
August,4,22:30,17.04,3,0.192164,297.76,121.71,1,0.009486,312.16,232.61,1,0.005999,337.29,137.16,1,0.009015,328.81
August,4,23:00,13.64,1,0.096827,343.04,92.28,1,0.007625,309.99,181.57,0,0.001645,329.63,102.24,0,0.003706,333.94
August,4,23:30,11.36,0,0.015025,338.11,62.86,1,0.00816,297.95,130.54,0,0.001668,327.52,84.79,0,0.005482,328.11
August,5,0:00,6.57,0,0.008654,269.84,46.42,0,0.002549,304.15,91.81,1,0.005558,337.01,54.8,0,0.005587,320.83
August,5,0:30,4.38,0,0.0,308.42,32.62,0,0.000592,290.03,70.27,0,0.003446,334.16,41.7,0,0.0042,362.53
August,5,1:00,3.28,0,0.0,399.42,13.8,0,0.025855,321.59,43.07,0,0.001426,335.91,30.97,0,0.004121,328.95
August,5,1:30,3.28,0,0.0,362.57,7.53,0,0.040659,278.27,31.74,0,0.003078,341.82,21.44,0,0.005478,330.75
August,5,2:00,2.19,0,0.0,399.16,5.02,0,0.0,312.03,28.33,1,0.026712,296.87,14.3,0,0.005769,371.87
August,5,2:30,3.28,0,0.0,281.09,5.02,0,0.024396,332.28,19.27,0,0.007982,314.88,11.91,0,0.012943,366.34
August,5,3:00,2.19,0,0.0,354.0,3.76,0,0.004167,475.36,19.27,1,0.03486,306.61,3.57,0,0.034091,394.69
August,5,3:30,1.09,0,0.0,311.74,3.76,0,0.001923,279.54,13.6,0,0.013892,363.02,1.19,0,0.041,384.3
August,5,4:00,2.19,0,0.09,281.57,3.76,0,0.025,337.1,11.33,0,0.006608,329.19,1.19,0,0.0,228.6
August,5,4:30,1.09,0,0.0,207.62,3.76,0,0.05,281.83,14.73,0,0.025158,380.09,1.19,0,0.315,457.8
