Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,4,15:30,304.74,4,0.0119,322.71,647.33,5,0.008052,342.38,1249.49,5,0.003987,353.3,680.56,17,0.025417,322.89
August,4,16:00,308.31,5,0.01593,333.5,633.32,4,0.006365,349.86,1214.68,3,0.002758,353.97,735.43,7,0.009868,325.99
August,4,16:30,277.36,1,0.002315,337.45,615.1,4,0.006552,345.8,1220.89,8,0.006309,351.04,677.95,8,0.011461,327.84
August,4,17:00,240.46,1,0.003095,324.75,616.51,6,0.009337,351.19,1207.22,12,0.010082,356.71,624.39,4,0.006277,332.47
August,4,17:30,215.46,1,0.003292,322.49,560.46,7,0.012377,350.96,1095.32,11,0.010215,351.23,589.12,10,0.016868,326.54
August,4,18:00,197.6,1,0.00636,328.38,546.45,9,0.017044,345.98,978.46,14,0.014006,350.73,560.39,7,0.012935,329.45
August,4,18:30,169.03,2,0.013546,324.83,493.2,5,0.011108,339.22,862.83,14,0.016142,349.29,475.48,3,0.005791,333.34
August,4,19:00,109.51,1,0.010764,342.49,441.36,5,0.011748,340.66,804.4,13,0.016103,351.18,445.44,4,0.008128,321.49
August,4,19:30,86.9,1,0.006247,320.36,400.73,3,0.007841,341.68,714.88,10,0.014125,345.73,418.0,12,0.029875,337.21
August,4,20:00,66.66,2,0.028317,340.1,334.87,8,0.024535,335.38,584.34,10,0.016821,351.58,350.08,11,0.030182,329.02
August,4,20:30,63.09,2,0.038626,321.96,305.45,5,0.017997,326.29,527.15,4,0.007301,349.29,309.58,5,0.017514,320.21
August,4,21:00,45.23,1,0.032103,324.97,236.79,4,0.017254,326.71,447.58,1,0.002572,342.81,242.96,4,0.017011,321.95
August,4,21:30,30.95,0,0.009933,313.42,196.16,2,0.009146,328.03,382.93,0,0.000815,342.86,214.23,3,0.014863,330.65
August,4,22:00,28.57,0,0.002047,302.41,156.93,2,0.012483,332.7,313.3,3,0.010702,338.35,177.65,2,0.011913,342.74
August,4,22:30,17.86,3,0.192164,297.76,127.5,1,0.009486,312.16,243.68,1,0.005999,337.29,143.69,1,0.009015,328.81
August,4,23:00,14.28,1,0.096827,343.04,96.68,1,0.007625,309.99,190.22,0,0.001645,329.63,107.11,0,0.003706,333.94
August,4,23:30,11.9,0,0.015025,338.11,65.85,1,0.00816,297.95,136.76,0,0.001668,327.52,88.83,0,0.005482,328.11
August,5,0:00,6.88,0,0.008654,269.84,48.63,0,0.002549,304.15,96.18,1,0.005558,337.01,57.41,0,0.005587,320.83
August,5,0:30,4.59,0,0.0,308.42,34.17,0,0.000592,290.03,73.62,0,0.003446,334.16,43.68,0,0.0042,362.53
August,5,1:00,3.44,0,0.0,399.42,14.46,0,0.025855,321.59,45.12,0,0.001426,335.91,32.45,0,0.004121,328.95
August,5,1:30,3.44,0,0.0,362.57,7.89,0,0.040659,278.27,33.25,0,0.003078,341.82,22.47,0,0.005478,330.75
August,5,2:00,2.29,0,0.0,399.16,5.26,0,0.0,312.03,29.68,1,0.026712,296.87,14.98,0,0.005769,371.87
August,5,2:30,3.44,0,0.0,281.09,5.26,0,0.024396,332.28,20.19,0,0.007982,314.88,12.48,0,0.012943,366.34
August,5,3:00,2.29,0,0.0,354.0,3.94,0,0.004167,475.36,20.19,1,0.03486,306.61,3.74,0,0.034091,394.69
August,5,3:30,1.15,0,0.0,311.74,3.94,0,0.001923,279.54,14.25,0,0.013892,363.02,1.25,0,0.041,384.3
August,5,4:00,2.29,0,0.09,281.57,3.94,0,0.025,337.1,11.87,0,0.006608,329.19,1.25,0,0.0,228.6
August,5,4:30,1.15,0,0.0,207.62,3.94,0,0.05,281.83,15.44,0,0.025158,380.09,1.25,0,0.315,457.8
