Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,2,15:00,210.95,5,0.023025,298.16,458.92,1,0.003049,306.4,721.98,2,0.002374,318.35,395.18,4,0.009061,302.77
August,2,15:30,226.39,7,0.032102,284.54,467.42,3,0.005873,302.84,746.69,2,0.002281,321.79,393.33,10,0.024355,295.34
August,2,16:00,210.95,2,0.008009,293.33,465.29,4,0.008405,302.72,741.39,2,0.003012,317.02,361.94,4,0.010734,307.77
August,2,16:30,192.94,1,0.00325,280.43,405.8,4,0.009028,296.16,702.56,6,0.00876,322.86,361.94,8,0.020892,302.02
August,2,17:00,164.65,2,0.009415,295.74,422.8,5,0.012998,306.67,665.49,3,0.00458,323.57,371.17,5,0.012456,307.64
August,2,17:30,162.07,1,0.008985,280.36,380.31,5,0.013125,308.29,609.0,1,0.001375,313.53,343.47,2,0.006613,303.16
August,2,18:00,118.34,1,0.005447,300.09,369.68,4,0.010774,302.62,548.98,1,0.002058,316.88,325.01,2,0.006645,298.24
August,2,18:30,100.33,1,0.007345,285.73,327.19,5,0.015828,302.78,538.39,2,0.003079,314.67,317.62,2,0.00507,299.35
August,2,19:00,79.75,0,0.004642,286.76,316.57,4,0.013188,286.58,485.44,1,0.002043,320.39,262.22,1,0.002558,297.23
August,2,19:30,66.89,1,0.009837,271.3,265.58,2,0.007769,309.04,430.71,2,0.005531,319.17,252.99,2,0.007029,313.45
August,2,20:00,72.03,2,0.024451,288.01,225.21,1,0.004586,302.05,393.64,2,0.004994,311.75,241.91,4,0.016265,312.75
August,2,20:30,54.02,1,0.027089,295.07,201.84,1,0.004009,295.8,353.04,2,0.006643,315.83,223.44,1,0.005545,298.85
August,2,21:00,54.02,3,0.046631,276.46,189.09,1,0.004664,298.42,303.62,1,0.001996,307.86,177.28,3,0.018415,303.85
August,2,21:30,41.16,1,0.017305,330.04,167.84,1,0.008502,304.52,264.78,1,0.004738,303.47,158.81,1,0.005426,304.84
August,2,22:00,36.02,1,0.021444,280.63,135.98,1,0.010615,310.29,222.42,1,0.003952,316.51,142.19,3,0.017667,312.41
August,2,22:30,36.02,5,0.143847,269.12,108.36,2,0.017113,287.78,199.47,2,0.007975,305.3,118.18,1,0.010776,308.19
August,2,23:00,20.58,2,0.088654,346.08,82.86,1,0.007907,254.19,165.93,0,0.002671,306.36,97.87,0,0.004812,307.66
August,2,23:30,20.58,1,0.043572,290.11,63.74,0,0.004214,272.24,137.69,1,0.004262,305.72,90.48,1,0.011919,320.81
August,3,0:00,1.63,0,0.0,473.64,12.39,1,0.051388,373.17,25.75,0,0.007653,316.54,16.66,0,0.004918,301.36
August,3,0:30,1.3,0,0.0,295.31,10.14,0,0.0,310.82,20.03,0,0.002313,303.5,12.62,0,0.002885,323.34
August,3,1:00,0.98,0,0.0,369.17,5.07,0,0.0,373.86,16.21,0,0.006886,307.33,8.08,0,0.0,342.46
August,3,1:30,0.33,0,0.0,314.14,3.38,0,0.0,414.83,10.97,0,0.013365,329.4,7.57,0,0.008083,348.6
August,3,2:00,0.65,0,0.0,500.01,3.38,0,0.0,283.69,7.15,0,0.038008,297.49,5.05,0,0.044505,312.34
August,3,2:30,0.33,0,0.0,449.0,2.82,0,0.0,414.03,6.68,1,0.077402,365.37,4.54,0,0.027645,327.88
August,3,3:00,0.33,0,0.0,296.4,1.69,0,0.040909,381.64,5.72,0,0.038666,316.18,3.53,0,0.049963,381.25
August,3,3:30,0.33,0,0.0,253.14,1.13,0,0.0,468.12,5.24,0,0.000769,304.52,3.03,0,0.06622,268.53
August,3,4:00,0.33,0,0.0,215.4,1.69,0,0.0225,296.8,5.72,0,0.00641,316.84,3.03,0,0.080416,290.36
August,3,4:30,0.33,0,0.0,172.0,1.13,0,0.0,256.14,4.29,0,0.001709,311.18,3.03,0,0.092638,214.49
August,3,5:00,0.33,0,0.0,273.92,1.13,0,0.002273,315.83,5.24,0,0.007885,340.09,2.52,0,0.048101,311.62
August,3,5:30,0.33,0,0.045,314.15,2.25,0,0.003077,326.75,6.68,0,0.020673,274.22,2.52,0,0.024523,309.54
August,3,6:00,0.65,0,0.001667,269.17,1.69,0,0.0,254.27,11.44,0,0.003542,270.18,5.55,0,0.012403,241.95
August,3,6:30,1.3,0,0.170832,216.2,3.38,1,0.212683,424.69,21.46,0,0.013535,294.97,10.6,0,0.021636,254.31
August,3,7:00,2.61,0,0.028735,223.1,12.95,0,0.012197,270.82,38.62,0,0.002765,246.8,17.16,0,0.011187,271.55
August,3,7:30,4.56,0,0.029875,314.7,20.83,1,0.029725,274.16,58.65,0,0.007957,253.02,28.77,0,0.00838,274.32
August,3,8:00,14.99,0,0.010011,281.48,41.67,0,0.00695,276.61,118.73,1,0.004409,284.07,54.51,0,0.004364,272.65
August,3,8:30,28.35,1,0.020626,309.56,69.82,1,0.019484,298.7,185.48,0,0.002056,295.9,84.29,1,0.015721,283.41
August,3,9:00,43.02,1,0.013461,301.46,104.17,1,0.006665,301.74,262.72,1,0.003341,304.7,135.78,1,0.00959,288.81
August,3,9:30,57.36,1,0.012155,317.95,133.45,1,0.007198,317.39,351.41,7,0.020771,324.01,171.11,6,0.034468,301.86
August,3,10:00,66.16,1,0.008653,320.27,170.05,2,0.010443,322.73,407.2,10,0.025544,325.03,199.88,6,0.029211,309.14
August,3,10:30,76.26,1,0.009875,305.14,190.32,8,0.042521,337.1,456.31,15,0.033618,333.28,229.66,11,0.049356,315.16
August,3,11:00,78.87,0,0.00317,312.78,213.41,5,0.021973,342.32,490.64,12,0.024148,341.98,240.26,8,0.031796,319.14
August,3,11:30,78.22,0,0.003067,326.44,225.23,6,0.027698,342.54,499.7,13,0.026952,345.53,245.81,6,0.026289,320.65
August,3,12:00,77.89,1,0.009584,320.16,245.5,4,0.017526,336.43,519.25,15,0.029599,343.92,275.59,9,0.032569,321.96
August,3,12:30,81.47,1,0.010345,312.79,253.39,9,0.034013,345.75,520.2,20,0.037853,344.02,271.55,12,0.042944,321.36
August,3,13:00,87.01,1,0.012485,313.92,259.58,5,0.020968,345.87,503.99,9,0.018243,350.1,271.55,8,0.027882,322.63
August,3,13:30,78.87,1,0.010136,323.33,279.85,10,0.034571,338.9,514.0,17,0.032637,356.77,280.13,8,0.028561,322.86
August,3,14:00,83.76,1,0.011272,322.88,287.73,9,0.030692,337.18,532.6,16,0.029275,357.07,292.25,8,0.027853,317.92
August,3,14:30,86.36,3,0.033244,323.27,278.73,10,0.035775,338.44,522.11,29,0.055647,354.84,292.75,16,0.054611,325.78
August,3,15:00,81.15,1,0.016564,319.91,283.79,5,0.018923,345.86,541.66,18,0.033097,350.89,291.24,8,0.026457,322.78
August,3,15:30,88.97,1,0.014305,324.83,277.04,3,0.009199,340.55,524.02,6,0.01198,357.46,288.71,7,0.02316,328.37
August,3,16:00,84.08,0,0.005026,339.19,282.1,2,0.005727,340.11,522.59,2,0.003715,353.69,288.21,3,0.009384,333.95
August,3,16:30,80.5,0,0.002298,323.68,271.41,4,0.014122,352.3,504.94,3,0.005433,354.46,281.65,5,0.016729,336.91
August,3,17:00,72.68,1,0.008436,328.34,262.96,2,0.006933,346.96,469.18,5,0.010673,350.8,273.07,3,0.009179,337.57
August,3,17:30,69.42,1,0.00896,319.26,251.13,2,0.006351,350.32,441.05,5,0.011352,356.77,247.32,5,0.018573,331.21
August,3,18:00,52.14,0,0.008171,311.57,217.91,2,0.010839,349.87,408.15,8,0.019338,352.99,227.13,2,0.009132,334.23
August,3,18:30,51.82,1,0.010653,332.44,206.09,4,0.017678,343.99,363.81,5,0.013971,354.24,205.93,1,0.005228,337.08
August,3,19:00,32.92,0,0.002961,328.79,179.62,3,0.01796,351.17,319.94,4,0.012095,364.09,182.72,2,0.011465,319.54
August,3,19:30,26.4,0,0.01394,328.4,168.36,3,0.015013,328.68,290.38,7,0.025202,357.52,167.07,7,0.041773,334.51
August,3,20:00,19.88,0,0.013135,318.21,154.85,4,0.026431,335.11,252.71,6,0.023222,356.95,146.38,5,0.034782,323.52
August,3,20:30,14.99,0,0.029848,323.57,125.57,2,0.013629,326.93,207.41,1,0.006067,346.35,130.22,2,0.01738,325.45
August,3,21:00,13.36,0,0.032526,329.27,101.35,1,0.010843,329.74,174.04,1,0.003087,348.37,103.98,3,0.030784,326.03
August,3,21:30,10.43,0,0.03468,319.33,82.21,0,0.005785,337.42,153.53,0,0.001775,342.24,84.8,1,0.012017,333.03
August,3,22:00,7.5,0,0.002892,324.92,67.57,0,0.004341,320.15,117.77,0,0.002709,335.63,69.15,1,0.007482,328.12
August,3,22:30,5.87,1,0.178027,331.34,50.68,0,0.003922,314.98,95.36,0,0.002347,329.63,61.58,0,0.004264,327.19
August,3,23:00,5.87,0,0.061101,301.53,37.73,0,0.0054,294.74,72.0,0,0.001104,320.25,47.95,0,0.006039,335.23
August,3,23:30,3.91,0,0.002643,336.36,28.15,0,0.003211,298.34,51.97,0,0.00162,331.01,36.34,0,0.004598,318.49
August,4,0:00,6.95,0,0.002564,538.79,54.52,0,0.000555,311.21,93.12,0,0.003823,328.31,64.8,1,0.011421,315.81
August,4,0:30,5.79,0,0.0,298.01,35.44,0,0.003828,308.65,68.93,0,0.000302,339.99,45.74,0,0.0,336.69
August,4,1:00,4.63,0,0.0,355.18,17.72,0,0.007176,322.17,50.79,0,0.000202,340.9,34.31,0,0.0,369.42
August,4,1:30,3.47,0,0.0375,260.58,10.9,0,0.0,388.79,39.91,0,0.008444,298.75,25.41,0,0.016903,348.89
August,4,2:00,2.32,0,0.0,455.23,5.45,0,0.010714,338.24,26.61,0,0.011453,294.73,16.52,1,0.042658,326.74
August,4,2:30,1.16,0,0.0,194.61,5.45,0,0.002777,352.23,27.82,0,0.004173,265.17,13.98,0,0.002903,300.34
August,4,3:00,1.16,0,0.0,483.29,4.09,0,0.002777,362.61,18.14,0,0.024298,274.23,3.81,0,0.002777,376.61
August,4,3:30,1.16,0,0.15,436.08,2.73,0,0.0025,215.99,15.72,0,0.012365,304.58,1.27,0,0.0,287.0
August,4,4:00,1.16,0,0.0,279.33,2.73,0,0.0,248.75,13.3,0,0.015717,324.61,0.0,0,0.033333,488.33
August,4,4:30,1.16,0,0.0,248.17,2.73,0,0.005,223.18,15.72,0,0.010342,281.56,0.0,0,0.0,216.33
August,4,5:00,2.32,0,0.0,259.39,2.73,0,0.0,310.07,18.14,0,0.011538,301.83,0.0,0,0.0,215.67
August,4,5:30,3.47,0,0.005,391.73,5.45,0,0.034615,318.39,20.56,0,0.019681,339.62,1.27,0,0.016667,306.0
August,4,6:00,3.47,0,0.0,314.52,6.81,0,0.0,278.59,39.91,1,0.016108,244.85,17.79,0,0.001098,229.8
August,4,6:30,6.95,1,0.122093,287.03,12.27,3,0.233157,306.88,59.26,1,0.016868,242.59,27.95,1,0.025145,247.99
August,4,7:00,11.58,0,0.041005,261.15,35.44,1,0.021547,260.0,107.63,1,0.005319,262.66,54.64,0,0.007418,279.53
August,4,7:30,18.53,1,0.050828,332.26,54.52,1,0.024674,291.22,172.94,2,0.010756,267.01,81.32,0,0.002184,276.36
August,4,8:00,52.11,1,0.019992,274.6,110.4,1,0.011591,274.43,315.64,1,0.004422,291.39,153.75,1,0.00455,279.64
August,4,8:30,104.21,3,0.032538,303.01,173.09,2,0.012459,301.73,457.14,1,0.003098,304.77,222.36,1,0.002359,289.78
August,4,9:00,149.37,3,0.021953,321.32,250.78,1,0.004954,300.3,653.06,2,0.003649,311.17,336.72,1,0.002424,293.5
August,4,9:30,200.32,3,0.015283,324.59,328.47,4,0.01286,325.09,842.93,9,0.01093,320.65,420.58,4,0.010305,300.29
August,4,10:00,229.27,3,0.013898,318.64,384.35,4,0.010765,317.39,977.17,10,0.010052,323.4,489.2,7,0.014078,306.52
August,4,10:30,248.95,2,0.007121,315.23,432.05,14,0.032655,329.78,1083.59,25,0.023183,332.92,554.0,21,0.038155,306.87
August,4,11:00,261.69,2,0.006907,321.05,493.38,5,0.010437,333.91,1139.22,19,0.016562,338.82,573.06,16,0.027381,324.61
August,4,11:30,280.21,2,0.00717,326.12,509.74,8,0.016455,334.23,1219.04,15,0.011931,342.49,634.05,16,0.024619,318.75
August,4,12:00,277.9,2,0.007108,322.21,532.91,4,0.006911,343.67,1217.83,19,0.015394,342.86,646.75,8,0.0123,319.0
August,4,12:30,291.79,5,0.016567,316.7,568.34,12,0.020334,345.72,1217.83,50,0.041132,347.3,644.21,20,0.031566,324.78
August,4,13:00,281.37,2,0.005872,320.23,609.23,8,0.013092,342.71,1242.02,14,0.0115,346.14,654.38,22,0.033166,319.53
August,4,13:30,280.21,2,0.005702,329.39,591.51,12,0.021041,343.11,1212.99,35,0.028744,347.72,622.61,27,0.043063,328.83
August,4,14:00,288.32,2,0.007204,320.97,618.77,9,0.014112,334.78,1295.23,21,0.016269,349.46,692.5,22,0.032404,324.26
August,4,14:30,306.85,2,0.006581,320.83,651.48,8,0.011742,345.88,1232.34,23,0.019044,352.86,656.92,17,0.025286,325.07
August,4,15:00,284.85,1,0.004857,323.99,646.03,5,0.008096,335.91,1235.97,12,0.009404,353.08,653.11,12,0.018345,324.66
August,4,15:30,296.42,4,0.0119,322.71,629.68,5,0.008052,342.38,1215.41,5,0.003987,353.3,662.0,17,0.025417,322.89
August,4,16:00,299.9,5,0.01593,333.5,616.05,4,0.006365,349.86,1181.55,3,0.002758,353.97,715.37,7,0.009868,325.99
August,4,16:30,269.79,1,0.002315,337.45,598.33,4,0.006552,345.8,1187.6,7,0.006309,351.04,659.46,8,0.011461,327.84
August,4,17:00,233.9,1,0.003095,324.75,599.69,6,0.009337,351.19,1174.29,12,0.010082,356.71,607.36,4,0.006277,332.47
August,4,17:30,209.58,1,0.003292,322.49,545.17,7,0.012377,350.96,1065.45,11,0.010215,351.23,573.06,10,0.016868,326.54
August,4,18:00,192.21,1,0.00636,328.38,531.55,9,0.017044,345.98,951.77,13,0.014006,350.73,545.1,7,0.012935,329.45
August,4,18:30,164.42,2,0.013546,324.83,479.75,5,0.011108,339.22,839.3,14,0.016142,349.29,462.51,3,0.005791,333.34
August,4,19:00,106.53,1,0.010764,342.49,429.32,5,0.011748,340.66,782.46,13,0.016103,351.18,433.29,4,0.008128,321.49
August,4,19:30,84.53,1,0.006247,320.36,389.8,3,0.007841,341.68,695.39,10,0.014125,345.73,406.6,12,0.029875,337.21
August,4,20:00,64.84,2,0.028317,340.1,325.74,8,0.024535,335.38,568.4,10,0.016821,351.58,340.53,10,0.030182,329.02
August,4,20:30,61.37,2,0.038626,321.96,297.12,5,0.017997,326.29,512.77,4,0.007301,349.29,301.14,5,0.017514,320.21
August,4,21:00,44.0,1,0.032103,324.97,230.34,4,0.017254,326.71,435.37,1,0.002572,342.81,236.34,4,0.017011,321.95
August,4,21:30,30.11,0,0.009933,313.42,190.81,2,0.009146,328.03,372.48,0,0.000815,342.86,208.38,3,0.014863,330.65
August,4,22:00,27.79,0,0.002047,302.41,152.65,2,0.012483,332.7,304.76,3,0.010702,338.35,172.81,2,0.011913,342.74
August,4,22:30,17.37,3,0.192164,297.76,124.03,1,0.009486,312.16,237.04,1,0.005999,337.29,139.77,1,0.009015,328.81
August,4,23:00,13.89,1,0.096827,343.04,94.04,1,0.007625,309.99,185.03,0,0.001645,329.63,104.19,0,0.003706,333.94
August,4,23:30,11.58,0,0.015025,338.11,64.06,1,0.00816,297.95,133.03,0,0.001668,327.52,86.4,0,0.005482,328.11
August,5,0:00,6.69,0,0.008654,269.84,47.3,0,0.002549,304.15,93.55,1,0.005558,337.01,55.85,0,0.005587,320.83
August,5,0:30,4.46,0,0.0,308.42,33.24,0,0.000592,290.03,71.61,0,0.003446,334.16,42.49,0,0.0042,362.53
August,5,1:00,3.35,0,0.0,399.42,14.06,0,0.025855,321.59,43.89,0,0.001426,335.91,31.56,0,0.004121,328.95
August,5,1:30,3.35,0,0.0,362.57,7.67,0,0.040659,278.27,32.34,0,0.003078,341.82,21.85,0,0.005478,330.75
August,5,2:00,2.23,0,0.0,399.16,5.11,0,0.0,312.03,28.87,1,0.026712,296.87,14.57,0,0.005769,371.87
August,5,2:30,3.35,0,0.0,281.09,5.11,0,0.024396,332.28,19.63,0,0.007982,314.88,12.14,0,0.012943,366.34
August,5,3:00,2.23,0,0.0,354.0,3.84,0,0.004167,475.36,19.63,1,0.03486,306.61,3.64,0,0.034091,394.69
August,5,3:30,1.12,0,0.0,311.74,3.84,0,0.001923,279.54,13.86,0,0.013892,363.02,1.21,0,0.041,384.3
August,5,4:00,2.23,0,0.09,281.57,3.84,0,0.025,337.1,11.55,0,0.006608,329.19,1.21,0,0.0,228.6
August,5,4:30,1.12,0,0.0,207.62,3.84,0,0.05,281.83,15.01,0,0.025158,380.09,1.21,0,0.315,457.8
