timestamp,Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,hour,day_of_week,month_num,interval_index,is_weekend
2025-04-08 08:00:00,April,8,2025-04-08 08:00:00,94.12,34.0,0.0,0.0,250.41,8,1,4,16,0
2025-04-08 08:30:00,April,8,2025-04-08 08:30:00,83.72,88.0,2.0,0.0002272727272727,285.71,8,1,4,17,0
2025-04-08 09:00:00,April,8,2025-04-08 09:00:00,92.65,137.0,1.0,7.2992700729927e-05,320.65,9,1,4,18,0
2025-04-08 09:30:00,April,8,2025-04-08 09:30:00,93.33,155.0,5.0,0.0003225806451612,331.31,9,1,4,19,0
2025-04-08 10:00:00,April,8,2025-04-08 10:00:00,74.02,206.0,2.0,9.708737864077668e-05,351.02,10,1,4,20,0
2025-04-08 10:30:00,April,8,2025-04-08 10:30:00,96.74,215.0,0.0,0.0,316.95,10,1,4,21,0
2025-04-08 11:00:00,April,8,2025-04-08 11:00:00,96.55,204.0,1.0,4.901960784313725e-05,327.58,11,1,4,22,0
2025-04-08 11:30:00,April,8,2025-04-08 11:30:00,94.61,243.0,2.0,8.23045267489712e-05,312.43,11,1,4,23,0
2025-04-08 12:00:00,April,8,2025-04-08 12:00:00,84.42,283.0,7.0,0.0002473498233215,336.92,12,1,4,24,0
2025-04-08 12:30:00,April,8,2025-04-08 12:30:00,70.85,252.0,5.0,0.0001984126984126,317.16,12,1,4,25,0
2025-04-08 13:00:00,April,8,2025-04-08 13:00:00,99.55,224.0,0.0,0.0,325.81,13,1,4,26,0
2025-04-08 13:30:00,April,8,2025-04-08 13:30:00,95.92,245.0,0.0,0.0,367.21,13,1,4,27,0
2025-04-08 14:00:00,April,8,2025-04-08 14:00:00,97.04,270.0,0.0,0.0,291.77,14,1,4,28,0
2025-04-08 14:30:00,April,8,2025-04-08 14:30:00,100.0,179.0,1.0,5.58659217877095e-05,318.51,14,1,4,29,0
2025-04-08 15:00:00,April,8,2025-04-08 15:00:00,91.6,262.0,0.0,0.0,314.62,15,1,4,30,0
2025-04-08 15:30:00,April,8,2025-04-08 15:30:00,91.76,268.0,1.0,3.7313432835820896e-05,340.09,15,1,4,31,0
2025-04-08 16:00:00,April,8,2025-04-08 16:00:00,84.79,264.0,1.0,3.787878787878788e-05,349.78,16,1,4,32,0
2025-04-08 16:30:00,April,8,2025-04-08 16:30:00,98.85,262.0,1.0,3.816793893129771e-05,329.97,16,1,4,33,0
2025-04-08 17:00:00,April,8,2025-04-08 17:00:00,99.54,216.0,0.0,0.0,282.39,17,1,4,34,0
2025-04-08 17:30:00,April,8,2025-04-08 17:30:00,97.93,193.0,0.0,0.0,379.38,17,1,4,35,0
2025-04-08 18:00:00,April,8,2025-04-08 18:00:00,82.76,176.0,2.0,0.0001136363636363,324.32,18,1,4,36,0
2025-04-08 18:30:00,April,8,2025-04-08 18:30:00,93.48,138.0,0.0,0.0,326.01,18,1,4,37,0
2025-04-08 19:00:00,April,8,2025-04-08 19:00:00,100.0,82.0,0.0,0.0,311.16,19,1,4,38,0
2025-04-08 19:30:00,April,8,2025-04-08 19:30:00,100.0,94.0,0.0,0.0,276.96,19,1,4,39,0
2025-04-08 20:00:00,April,8,2025-04-08 20:00:00,100.0,47.0,0.0,0.0,362.6,20,1,4,40,0
2025-04-08 20:30:00,April,8,2025-04-08 20:30:00,100.0,52.0,0.0,0.0,272.9,20,1,4,41,0
2025-04-08 21:00:00,April,8,2025-04-08 21:00:00,94.59,38.0,1.0,0.0002631578947368,342.89,21,1,4,42,0
2025-04-08 21:30:00,April,8,2025-04-08 21:30:00,100.0,23.0,0.0,0.0,347.83,21,1,4,43,0
2025-04-08 22:00:00,April,8,2025-04-08 22:00:00,100.0,21.0,0.0,0.0,271.0,22,1,4,44,0
2025-04-08 22:30:00,April,8,2025-04-08 22:30:00,55.56,22.0,4.0,0.0018181818181818,273.33,22,1,4,45,0
2025-04-08 23:00:00,April,8,2025-04-08 23:00:00,26.67,15.0,0.0,0.0,427.93,23,1,4,46,0
2025-04-08 23:30:00,April,8,2025-04-08 23:30:00,100.0,8.0,0.0,0.0,339.0,23,1,4,47,0
2025-04-09 00:00:00,April,9,2025-04-09 00:00:00,100.0,8.0,0.0,0.0,279.38,0,2,4,0,0
2025-04-09 00:30:00,April,9,2025-04-09 00:30:00,100.0,4.0,0.0,0.0,150.5,0,2,4,1,0
2025-04-09 01:00:00,April,9,2025-04-09 01:00:00,100.0,0.0,0.0,0.0,150.5,1,2,4,2,0
2025-04-09 01:30:00,April,9,2025-04-09 01:30:00,100.0,1.0,0.0,0.0,315.0,1,2,4,3,0
2025-04-09 02:00:00,April,9,2025-04-09 02:00:00,100.0,2.0,0.0,0.0,257.0,2,2,4,4,0
2025-04-09 02:30:00,April,9,2025-04-09 02:30:00,100.0,1.0,0.0,0.0,170.0,2,2,4,5,0
2025-04-09 03:00:00,April,9,2025-04-09 03:00:00,100.0,2.0,0.0,0.0,288.5,3,2,4,6,0
2025-04-09 03:30:00,April,9,2025-04-09 03:30:00,100.0,3.0,0.0,0.0,441.67,3,2,4,7,0
2025-04-09 04:00:00,April,9,2025-04-09 04:00:00,100.0,2.0,0.0,0.0,183.5,4,2,4,8,0
2025-04-09 04:30:00,April,9,2025-04-09 04:30:00,100.0,0.0,0.0,0.0,183.5,4,2,4,9,0
2025-04-09 05:00:00,April,9,2025-04-09 05:00:00,100.0,1.0,0.0,0.0,549.0,5,2,4,10,0
2025-04-09 05:30:00,April,9,2025-04-09 05:30:00,100.0,1.0,0.0,0.0,226.0,5,2,4,11,0
2025-04-09 06:00:00,April,9,2025-04-09 06:00:00,100.0,3.0,0.0,0.0,286.67,6,2,4,12,0
2025-04-09 06:30:00,April,9,2025-04-09 06:30:00,100.0,1.0,0.0,0.0,117.0,6,2,4,13,0
2025-04-09 07:00:00,April,9,2025-04-09 07:00:00,100.0,3.0,0.0,0.0,286.67,7,2,4,14,0
2025-04-09 07:30:00,April,9,2025-04-09 07:30:00,87.5,8.0,0.0,0.0,356.88,7,2,4,15,0
2025-04-09 08:00:00,April,9,2025-04-09 08:00:00,93.18,44.0,0.0,0.0,258.14,8,2,4,16,0
2025-04-09 08:30:00,April,9,2025-04-09 08:30:00,83.91,90.0,3.0,0.0003333333333333,280.07,8,2,4,17,0
2025-04-09 09:00:00,April,9,2025-04-09 09:00:00,84.17,121.0,1.0,8.264462809917356e-05,317.23,9,2,4,18,0
2025-04-09 09:30:00,April,9,2025-04-09 09:30:00,90.2,154.0,1.0,6.493506493506494e-05,323.79,9,2,4,19,0
2025-04-09 10:00:00,April,9,2025-04-09 10:00:00,94.54,185.0,2.0,0.0001081081081081,324.23,10,2,4,20,0
2025-04-09 10:30:00,April,9,2025-04-09 10:30:00,98.42,190.0,0.0,0.0,324.04,10,2,4,21,0
2025-04-09 11:00:00,April,9,2025-04-09 11:00:00,95.48,221.0,0.0,0.0,308.81,11,2,4,22,0
2025-04-09 11:30:00,April,9,2025-04-09 11:30:00,96.77,218.0,1.0,4.587155963302752e-05,306.63,11,2,4,23,0
2025-04-09 12:00:00,April,9,2025-04-09 12:00:00,67.69,232.0,3.0,0.0001293103448275,315.1,12,2,4,24,0
2025-04-09 12:30:00,April,9,2025-04-09 12:30:00,97.72,220.0,1.0,4.545454545454545e-05,318.79,12,2,4,25,0
2025-04-09 13:00:00,April,9,2025-04-09 13:00:00,99.51,204.0,0.0,0.0,292.59,13,2,4,26,0
2025-04-09 13:30:00,April,9,2025-04-09 13:30:00,100.0,197.0,0.0,0.0,317.41,13,2,4,27,0
2025-04-09 14:00:00,April,9,2025-04-09 14:00:00,99.51,205.0,0.0,0.0,324.2,14,2,4,28,0
2025-04-09 14:30:00,April,9,2025-04-09 14:30:00,96.96,230.0,0.0,0.0,310.72,14,2,4,29,0
2025-04-09 15:00:00,April,9,2025-04-09 15:00:00,93.28,253.0,0.0,0.0,331.55,15,2,4,30,0
2025-04-09 15:30:00,April,9,2025-04-09 15:30:00,97.33,226.0,1.0,4.424778761061947e-05,311.28,15,2,4,31,0
2025-04-09 16:00:00,April,9,2025-04-09 16:00:00,99.5,202.0,0.0,0.0,328.49,16,2,4,32,0
2025-04-09 16:30:00,April,9,2025-04-09 16:30:00,99.49,197.0,1.0,5.076142131979695e-05,295.94,16,2,4,33,0
2025-04-09 17:00:00,April,9,2025-04-09 17:00:00,97.45,196.0,0.0,0.0,295.94,17,2,4,34,0
2025-04-09 17:30:00,April,9,2025-04-09 17:30:00,91.08,157.0,0.0,0.0,295.94,17,2,4,35,0
2025-04-09 18:00:00,April,9,2025-04-09 18:00:00,83.55,153.0,1.0,6.535947712418301e-05,295.94,18,2,4,36,0
2025-04-09 18:30:00,April,9,2025-04-09 18:30:00,98.56,139.0,0.0,0.0,295.94,18,2,4,37,0
2025-04-09 19:00:00,April,9,2025-04-09 19:00:00,100.0,80.0,0.0,0.0,295.94,19,2,4,38,0
2025-04-09 19:30:00,April,9,2025-04-09 19:30:00,100.0,52.0,0.0,0.0,295.94,19,2,4,39,0
2025-04-09 20:00:00,April,9,2025-04-09 20:00:00,100.0,44.0,0.0,0.0,295.94,20,2,4,40,0
2025-04-09 20:30:00,April,9,2025-04-09 20:30:00,100.0,40.0,2.0,0.0005,295.94,20,2,4,41,0
2025-04-09 21:00:00,April,9,2025-04-09 21:00:00,100.0,20.0,1.0,0.0005,295.94,21,2,4,42,0
2025-04-09 21:30:00,April,9,2025-04-09 21:30:00,100.0,14.0,0.0,0.0,295.94,21,2,4,43,0
2025-04-09 22:00:00,April,9,2025-04-09 22:00:00,100.0,20.0,0.0,0.0,295.94,22,2,4,44,0
2025-04-09 22:30:00,April,9,2025-04-09 22:30:00,50.0,12.0,0.0,0.0,295.94,22,2,4,45,0
2025-04-09 23:00:00,April,9,2025-04-09 23:00:00,80.0,6.0,1.0,0.0016666666666666,295.94,23,2,4,46,0
2025-04-09 23:30:00,April,9,2025-04-09 23:30:00,80.0,5.0,0.0,0.0,295.94,23,2,4,47,0
2025-04-10 00:00:00,April,10,2025-04-10 00:00:00,100.0,4.0,0.0,0.0,295.94,0,3,4,0,0
2025-04-10 00:30:00,April,10,2025-04-10 00:30:00,100.0,4.0,0.0,0.0,295.94,0,3,4,1,0
2025-04-10 01:00:00,April,10,2025-04-10 01:00:00,100.0,3.0,0.0,0.0,295.94,1,3,4,2,0
2025-04-10 01:30:00,April,10,2025-04-10 01:30:00,100.0,2.0,0.0,0.0,379.5,1,3,4,3,0
2025-04-10 02:00:00,April,10,2025-04-10 02:00:00,100.0,1.0,0.0,0.0,154.0,2,3,4,4,0
2025-04-10 02:30:00,April,10,2025-04-10 02:30:00,100.0,0.0,0.0,0.0,154.0,2,3,4,5,0
2025-04-10 03:00:00,April,10,2025-04-10 03:00:00,100.0,1.0,0.0,0.0,315.0,3,3,4,6,0
2025-04-10 03:30:00,April,10,2025-04-10 03:30:00,100.0,0.0,0.0,0.0,315.0,3,3,4,7,0
2025-04-10 04:00:00,April,10,2025-04-10 04:00:00,100.0,0.0,0.0,0.0,315.0,4,3,4,8,0
2025-04-10 04:30:00,April,10,2025-04-10 04:30:00,100.0,1.0,0.0,0.0,470.0,4,3,4,9,0
2025-04-10 05:00:00,April,10,2025-04-10 05:00:00,100.0,3.0,0.0,0.0,169.67,5,3,4,10,0
2025-04-10 05:30:00,April,10,2025-04-10 05:30:00,100.0,3.0,0.0,0.0,141.33,5,3,4,11,0
2025-04-10 06:00:00,April,10,2025-04-10 06:00:00,100.0,4.0,2.0,0.005,307.0,6,3,4,12,0
2025-04-10 06:30:00,April,10,2025-04-10 06:30:00,50.0,2.0,0.0,0.0,271.0,6,3,4,13,0
2025-04-10 07:00:00,April,10,2025-04-10 07:00:00,57.14,8.0,1.0,0.00125,321.57,7,3,4,14,0
2025-04-10 07:30:00,April,10,2025-04-10 07:30:00,15.38,15.0,2.0,0.0013333333333333,245.62,7,3,4,15,0
2025-04-10 08:00:00,April,10,2025-04-10 08:00:00,84.78,46.0,0.0,0.0,282.2,8,3,4,16,0
2025-04-10 08:30:00,April,10,2025-04-10 08:30:00,73.44,65.0,1.0,0.0001538461538461,328.0,8,3,4,17,0
2025-04-10 09:00:00,April,10,2025-04-10 09:00:00,94.34,106.0,0.0,0.0,315.42,9,3,4,18,0
2025-04-10 09:30:00,April,10,2025-04-10 09:30:00,96.9,129.0,0.0,0.0,305.79,9,3,4,19,0
2025-04-10 10:00:00,April,10,2025-04-10 10:00:00,75.74,173.0,4.0,0.0002312138728323,308.44,10,3,4,20,0
2025-04-10 10:30:00,April,10,2025-04-10 10:30:00,91.12,216.0,2.0,9.25925925925926e-05,306.94,10,3,4,21,0
2025-04-10 11:00:00,April,10,2025-04-10 11:00:00,97.67,215.0,0.0,0.0,305.64,11,3,4,22,0
2025-04-10 11:30:00,April,10,2025-04-10 11:30:00,80.09,230.0,4.0,0.0001739130434782,340.47,11,3,4,23,0
2025-04-10 12:00:00,April,10,2025-04-10 12:00:00,95.61,228.0,0.0,0.0,324.37,12,3,4,24,0
2025-04-10 12:30:00,April,10,2025-04-10 12:30:00,86.51,254.0,2.0,7.874015748031496e-05,293.73,12,3,4,25,0
2025-04-10 13:00:00,April,10,2025-04-10 13:00:00,92.56,215.0,0.0,0.0,286.83,13,3,4,26,0
2025-04-10 13:30:00,April,10,2025-04-10 13:30:00,98.52,203.0,0.0,0.0,322.07,13,3,4,27,0
2025-04-10 14:00:00,April,10,2025-04-10 14:00:00,92.09,255.0,2.0,7.843137254901961e-05,307.36,14,3,4,28,0
2025-04-10 14:30:00,April,10,2025-04-10 14:30:00,95.14,247.0,0.0,0.0,311.53,14,3,4,29,0
2025-04-10 15:00:00,April,10,2025-04-10 15:00:00,94.62,226.0,3.0,0.0001327433628318,327.03,15,3,4,30,0
2025-04-10 15:30:00,April,10,2025-04-10 15:30:00,62.11,209.0,19.0,0.0009090909090909,329.06,15,3,4,31,0
2025-04-10 16:00:00,April,10,2025-04-10 16:00:00,72.77,245.0,10.0,0.0004081632653061,329.43,16,3,4,32,0
2025-04-10 16:30:00,April,10,2025-04-10 16:30:00,98.97,195.0,0.0,0.0,330.95,16,3,4,33,0
2025-04-10 17:00:00,April,10,2025-04-10 17:00:00,98.95,193.0,2.0,0.0001036269430051,331.29,17,3,4,34,0
2025-04-10 17:30:00,April,10,2025-04-10 17:30:00,95.48,177.0,0.0,0.0,354.5,17,3,4,35,0
2025-04-10 18:00:00,April,10,2025-04-10 18:00:00,93.29,166.0,2.0,0.0001204819277108,370.43,18,3,4,36,0
2025-04-10 18:30:00,April,10,2025-04-10 18:30:00,100.0,134.0,0.0,0.0,320.18,18,3,4,37,0
2025-04-10 19:00:00,April,10,2025-04-10 19:00:00,97.73,89.0,1.0,0.0001123595505617,372.08,19,3,4,38,0
2025-04-10 19:30:00,April,10,2025-04-10 19:30:00,100.0,61.0,0.0,0.0,309.2,19,3,4,39,0
2025-04-10 20:00:00,April,10,2025-04-10 20:00:00,98.15,54.0,0.0,0.0,333.69,20,3,4,40,0
2025-04-10 20:30:00,April,10,2025-04-10 20:30:00,100.0,30.0,1.0,0.0003333333333333,336.38,20,3,4,41,0
2025-04-10 21:00:00,April,10,2025-04-10 21:00:00,92.59,27.0,0.0,0.0,467.85,21,3,4,42,0
2025-04-10 21:30:00,April,10,2025-04-10 21:30:00,100.0,22.0,0.0,0.0,320.05,21,3,4,43,0
2025-04-10 22:00:00,April,10,2025-04-10 22:00:00,100.0,17.0,0.0,0.0,195.76,22,3,4,44,0
2025-04-10 22:30:00,April,10,2025-04-10 22:30:00,90.0,10.0,0.0,0.0,400.7,22,3,4,45,0
2025-04-10 23:00:00,April,10,2025-04-10 23:00:00,71.43,7.0,0.0,0.0,127.0,23,3,4,46,0
2025-04-10 23:30:00,April,10,2025-04-10 23:30:00,54.55,12.0,1.0,0.0008333333333333,364.0,23,3,4,47,0
2025-04-11 00:00:00,April,11,2025-04-11 00:00:00,100.0,3.0,0.0,0.0,566.67,0,4,4,0,0
2025-04-11 00:30:00,April,11,2025-04-11 00:30:00,100.0,4.0,0.0,0.0,124.75,0,4,4,1,0
2025-04-11 01:00:00,April,11,2025-04-11 01:00:00,100.0,0.0,0.0,0.0,124.75,1,4,4,2,0
2025-04-11 01:30:00,April,11,2025-04-11 01:30:00,25.0,4.0,0.0,0.0,207.75,1,4,4,3,0
2025-04-11 02:00:00,April,11,2025-04-11 02:00:00,100.0,2.0,0.0,0.0,256.5,2,4,4,4,0
2025-04-11 02:30:00,April,11,2025-04-11 02:30:00,100.0,1.0,0.0,0.0,426.0,2,4,4,5,0
2025-04-11 03:00:00,April,11,2025-04-11 03:00:00,100.0,6.0,1.0,0.0016666666666666,159.6,3,4,4,6,0
2025-04-11 03:30:00,April,11,2025-04-11 03:30:00,100.0,5.0,0.0,0.0,52.2,3,4,4,7,0
2025-04-11 04:00:00,April,11,2025-04-11 04:00:00,100.0,3.0,0.0,0.0,40.33,4,4,4,8,0
2025-04-11 04:30:00,April,11,2025-04-11 04:30:00,100.0,0.0,0.0,0.0,40.33,4,4,4,9,0
2025-04-11 05:00:00,April,11,2025-04-11 05:00:00,100.0,1.0,0.0,0.0,231.0,5,4,4,10,0
2025-04-11 05:30:00,April,11,2025-04-11 05:30:00,100.0,0.0,0.0,0.0,231.0,5,4,4,11,0
2025-04-11 06:00:00,April,11,2025-04-11 06:00:00,100.0,1.0,0.0,0.0,234.0,6,4,4,12,0
2025-04-11 06:30:00,April,11,2025-04-11 06:30:00,25.0,6.0,2.0,0.0033333333333333,340.5,6,4,4,13,0
2025-04-11 07:00:00,April,11,2025-04-11 07:00:00,66.67,7.0,1.0,0.0014285714285714,454.0,7,4,4,14,0
2025-04-11 07:30:00,April,11,2025-04-11 07:30:00,15.38,15.0,2.0,0.0013333333333333,243.85,7,4,4,15,0
2025-04-11 08:00:00,April,11,2025-04-11 08:00:00,83.33,36.0,0.0,0.0,304.78,8,4,4,16,0
2025-04-11 08:30:00,April,11,2025-04-11 08:30:00,85.9,78.0,0.0,0.0,293.63,8,4,4,17,0
2025-04-11 09:00:00,April,11,2025-04-11 09:00:00,97.54,122.0,0.0,0.0,291.64,9,4,4,18,0
2025-04-11 09:30:00,April,11,2025-04-11 09:30:00,94.07,118.0,0.0,0.0,332.45,9,4,4,19,0
2025-04-11 10:00:00,April,11,2025-04-11 10:00:00,95.27,148.0,0.0,0.0,332.84,10,4,4,20,0
2025-04-11 10:30:00,April,11,2025-04-11 10:30:00,97.88,190.0,1.0,5.263157894736842e-05,308.47,10,4,4,21,0
2025-04-11 11:00:00,April,11,2025-04-11 11:00:00,95.62,251.0,0.0,0.0,330.46,11,4,4,22,0
2025-04-11 11:30:00,April,11,2025-04-11 11:30:00,95.95,222.0,0.0,0.0,317.86,11,4,4,23,0
2025-04-11 12:00:00,April,11,2025-04-11 12:00:00,80.43,287.0,11.0,0.000383275261324,287.01,12,4,4,24,0
2025-04-11 12:30:00,April,11,2025-04-11 12:30:00,92.86,210.0,0.0,0.0,326.19,12,4,4,25,0
2025-04-11 13:00:00,April,11,2025-04-11 13:00:00,71.07,248.0,6.0,0.0002419354838709,329.41,13,4,4,26,0
2025-04-11 13:30:00,April,11,2025-04-11 13:30:00,88.71,248.0,0.0,0.0,325.49,13,4,4,27,0
2025-04-11 14:00:00,April,11,2025-04-11 14:00:00,85.4,228.0,2.0,8.771929824561403e-05,306.76,14,4,4,28,0
2025-04-11 14:30:00,April,11,2025-04-11 14:30:00,95.56,250.0,2.0,8e-05,331.1,14,4,4,29,0
2025-04-11 15:00:00,April,11,2025-04-11 15:00:00,99.57,233.0,0.0,0.0,328.32,15,4,4,30,0
2025-04-11 15:30:00,April,11,2025-04-11 15:30:00,82.19,250.0,3.0,0.00012,347.03,15,4,4,31,0
2025-04-11 16:00:00,April,11,2025-04-11 16:00:00,94.81,232.0,1.0,4.310344827586207e-05,388.51,16,4,4,32,0
2025-04-11 16:30:00,April,11,2025-04-11 16:30:00,93.95,215.0,0.0,0.0,356.52,16,4,4,33,0
2025-04-11 17:00:00,April,11,2025-04-11 17:00:00,91.67,192.0,0.0,0.0,365.09,17,4,4,34,0
2025-04-11 17:30:00,April,11,2025-04-11 17:30:00,97.37,154.0,2.0,0.0001298701298701,344.28,17,4,4,35,0
2025-04-11 18:00:00,April,11,2025-04-11 18:00:00,99.3,142.0,0.0,0.0,307.11,18,4,4,36,0
2025-04-11 18:30:00,April,11,2025-04-11 18:30:00,100.0,107.0,0.0,0.0,347.25,18,4,4,37,0
2025-04-11 19:00:00,April,11,2025-04-11 19:00:00,98.86,89.0,1.0,0.0001123595505617,364.36,19,4,4,38,0
2025-04-11 19:30:00,April,11,2025-04-11 19:30:00,100.0,58.0,0.0,0.0,324.59,19,4,4,39,0
2025-04-11 20:00:00,April,11,2025-04-11 20:00:00,100.0,45.0,0.0,0.0,308.18,20,4,4,40,0
2025-04-11 20:30:00,April,11,2025-04-11 20:30:00,100.0,41.0,0.0,0.0,293.61,20,4,4,41,0
2025-04-11 21:00:00,April,11,2025-04-11 21:00:00,100.0,27.0,0.0,0.0,304.07,21,4,4,42,0
2025-04-11 21:30:00,April,11,2025-04-11 21:30:00,100.0,18.0,0.0,0.0,291.94,21,4,4,43,0
2025-04-11 22:00:00,April,11,2025-04-11 22:00:00,100.0,21.0,0.0,0.0,199.62,22,4,4,44,0
2025-04-11 22:30:00,April,11,2025-04-11 22:30:00,75.0,13.0,9.0,0.0069230769230769,660.5,22,4,4,45,0
2025-04-11 23:00:00,April,11,2025-04-11 23:00:00,44.44,10.0,1.0,0.001,373.44,23,4,4,46,0
2025-04-11 23:30:00,April,11,2025-04-11 23:30:00,100.0,15.0,0.0,0.0,221.4,23,4,4,47,0
2025-04-12 00:00:00,April,12,2025-04-12 00:00:00,100.0,5.0,0.0,0.0,254.8,0,5,4,0,1
2025-04-12 00:30:00,April,12,2025-04-12 00:30:00,100.0,4.0,0.0,0.0,416.5,0,5,4,1,1
2025-04-12 01:00:00,April,12,2025-04-12 01:00:00,100.0,4.0,0.0,0.0,248.5,1,5,4,2,1
2025-04-12 01:30:00,April,12,2025-04-12 01:30:00,100.0,2.0,0.0,0.0,495.0,1,5,4,3,1
2025-04-12 02:00:00,April,12,2025-04-12 02:00:00,100.0,0.0,0.0,0.0,495.0,2,5,4,4,1
2025-04-12 02:30:00,April,12,2025-04-12 02:30:00,100.0,2.0,0.0,0.0,294.0,2,5,4,5,1
2025-04-12 03:00:00,April,12,2025-04-12 03:00:00,100.0,0.0,0.0,0.0,294.0,3,5,4,6,1
2025-04-12 03:30:00,April,12,2025-04-12 03:30:00,100.0,3.0,0.0,0.0,37.67,3,5,4,7,1
2025-04-12 04:00:00,April,12,2025-04-12 04:00:00,100.0,3.0,0.0,0.0,158.67,4,5,4,8,1
2025-04-12 04:30:00,April,12,2025-04-12 04:30:00,100.0,0.0,0.0,0.0,158.67,4,5,4,9,1
2025-04-12 05:00:00,April,12,2025-04-12 05:00:00,100.0,0.0,0.0,0.0,158.67,5,5,4,10,1
2025-04-12 05:30:00,April,12,2025-04-12 05:30:00,100.0,0.0,0.0,0.0,158.67,5,5,4,11,1
2025-04-12 06:00:00,April,12,2025-04-12 06:00:00,100.0,0.0,0.0,0.0,158.67,6,5,4,12,1
2025-04-12 06:30:00,April,12,2025-04-12 06:30:00,100.0,1.0,1.0,0.01,158.67,6,5,4,13,1
2025-04-12 07:00:00,April,12,2025-04-12 07:00:00,75.0,4.0,0.0,0.0,191.5,7,5,4,14,1
2025-04-12 07:30:00,April,12,2025-04-12 07:30:00,90.0,10.0,0.0,0.0,333.0,7,5,4,15,1
2025-04-12 08:00:00,April,12,2025-04-12 08:00:00,100.0,33.0,1.0,0.0003030303030303,239.09,8,5,4,16,1
2025-04-12 08:30:00,April,12,2025-04-12 08:30:00,100.0,44.0,0.0,0.0,268.2,8,5,4,17,1
2025-04-12 09:00:00,April,12,2025-04-12 09:00:00,98.44,65.0,1.0,0.0001538461538461,259.36,9,5,4,18,1
2025-04-12 09:30:00,April,12,2025-04-12 09:30:00,80.28,75.0,4.0,0.0005333333333333,291.52,9,5,4,19,1
2025-04-12 10:00:00,April,12,2025-04-12 10:00:00,80.28,0.0,6.0,0.0,315.68,10,5,4,20,1
2025-04-12 10:30:00,April,12,2025-04-12 10:30:00,80.28,0.0,0.0,0.0,264.52,10,5,4,21,1
2025-04-12 11:00:00,April,12,2025-04-12 11:00:00,80.28,0.0,2.0,0.0,307.97,11,5,4,22,1
2025-04-12 11:30:00,April,12,2025-04-12 11:30:00,80.28,0.0,3.0,0.0,320.36,11,5,4,23,1
2025-04-12 12:00:00,April,12,2025-04-12 12:00:00,80.28,0.0,1.0,0.0,295.57,12,5,4,24,1
2025-04-12 12:30:00,April,12,2025-04-12 12:30:00,80.28,0.0,0.0,0.0,272.39,12,5,4,25,1
2025-04-12 13:00:00,April,12,2025-04-12 13:00:00,80.28,0.0,13.0,0.0,309.17,13,5,4,26,1
2025-04-12 13:30:00,April,12,2025-04-12 13:30:00,80.28,0.0,0.0,0.0,304.92,13,5,4,27,1
2025-04-12 14:00:00,April,12,2025-04-12 14:00:00,80.28,0.0,0.0,0.0,264.96,14,5,4,28,1
2025-04-12 14:30:00,April,12,2025-04-12 14:30:00,80.28,0.0,0.0,0.0,271.25,14,5,4,29,1
2025-04-12 15:00:00,April,12,2025-04-12 15:00:00,80.28,0.0,2.0,0.0,304.76,15,5,4,30,1
2025-04-12 15:30:00,April,12,2025-04-12 15:30:00,80.28,0.0,1.0,0.0,341.41,15,5,4,31,1
2025-04-12 16:00:00,April,12,2025-04-12 16:00:00,80.28,0.0,0.0,0.0,338.13,16,5,4,32,1
