timestamp,Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,hour,day_of_week,month_num,interval_index,cv_lag_1,abd_lag_1,cct_lag_1,cv_lag_2,abd_lag_2,cct_lag_2,cv_lag_48,abd_lag_48,cct_lag_48,cv_lag_96,abd_lag_96,cct_lag_96,cv_lag_336,abd_lag_336,cct_lag_336,cv_roll_mean_3,cv_roll_mean_48,abd_roll_mean_3,cct_roll_mean_3,is_weekend,date,staffing
2025-04-08 05:00:00,April,8,2025-04-08 05:00:00,100.0,0.0,0.0,0.0,214.0,5,1,4,10,0.0,0.0,214.0,0.0,0.0,214.0,3.0,0.0,618.67,0.0,0.0,261.0,1.0,0.0,172.0,0.0,,0.0,214.0,0,2025-04-08,168
2025-04-08 05:30:00,April,8,2025-04-08 05:30:00,100.0,0.0,0.0,0.0,214.0,5,1,4,11,0.0,0.0,214.0,0.0,0.0,214.0,3.0,0.0,516.67,0.0,0.0,261.0,0.0,0.0,172.0,0.0,,0.0,214.0,0,2025-04-08,168
2025-04-08 06:00:00,April,8,2025-04-08 06:00:00,100.0,11.0,0.0,0.0,221.0,6,1,4,12,0.0,0.0,214.0,0.0,0.0,214.0,10.0,0.0,275.0,5.0,0.0,323.6,14.0,0.0,267.07,0.0,,0.0,214.0,0,2025-04-08,168
2025-04-08 06:30:00,April,8,2025-04-08 06:30:00,93.75,16.0,0.0,0.0,299.69,6,1,4,13,11.0,0.0,221.0,0.0,0.0,214.0,13.0,0.0,226.77,11.0,0.0,237.45,28.0,0.0,307.25,3.6666666666666665,,0.0,216.33333333333331,0,2025-04-08,168
2025-04-08 07:00:00,April,8,2025-04-08 07:00:00,100.0,24.0,0.0,0.0,213.88,7,1,4,14,16.0,0.0,299.69,11.0,0.0,221.0,21.0,0.0,316.38,9.0,0.0,383.33,30.0,0.0333333333333333,244.93,9.0,,0.0,244.89666666666668,0,2025-04-08,168
2025-04-08 07:30:00,April,8,2025-04-08 07:30:00,100.0,63.0,0.0,0.0,276.35,7,1,4,15,24.0,0.0,213.88,16.0,0.0,299.69,38.0,0.0,219.79,13.0,0.0,310.38,64.0,0.0,248.38,17.0,,0.0,244.85666666666663,0,2025-04-08,168
2025-04-08 08:00:00,April,8,2025-04-08 08:00:00,99.2,126.0,1.0,7.936507936507937e-05,289.98,8,1,4,16,63.0,0.0,276.35,24.0,0.0,213.88,97.0,0.0,253.32,33.0,0.0,259.61,104.0,0.0096153846153846,276.15,34.333333333333336,,0.0,263.3066666666667,0,2025-04-08,168
2025-04-08 08:30:00,April,8,2025-04-08 08:30:00,100.0,177.0,0.0,0.0,294.37,8,1,4,17,126.0,0.0079365079365079,289.98,63.0,0.0,276.35,167.0,0.0,280.38,48.0,0.0,326.77,175.0,0.0057142857142857,242.67,71.0,,0.0026455026455026,260.07,0,2025-04-08,168
2025-04-08 09:00:00,April,8,2025-04-08 09:00:00,100.0,267.0,0.0,0.0,273.21,9,1,4,18,177.0,0.0,294.37,126.0,0.0079365079365079,289.98,247.0,0.0080971659919028,299.06,86.0,0.0,255.93,263.0,0.0,281.82,122.0,,0.0026455026455026,286.90000000000003,0,2025-04-08,168
2025-04-08 09:30:00,April,8,2025-04-08 09:30:00,99.03,312.0,2.0,6.41025641025641e-05,300.96,9,1,4,19,267.0,0.0,273.21,177.0,0.0,294.37,314.0,0.0031847133757961,299.53,121.0,0.0,306.84,331.0,0.0090634441087613,279.69,190.0,,0.0026455026455026,285.8533333333333,0,2025-04-08,168
2025-04-08 10:00:00,April,8,2025-04-08 10:00:00,94.97,403.0,5.0,0.0001240694789081,303.47,10,1,4,20,312.0,0.0064102564102564,300.96,267.0,0.0,273.21,395.0,0.0075949367088607,313.64,133.0,0.0,285.7,358.0,0.0055865921787709,292.06,252.0,,0.0021367521367521,289.5133333333333,0,2025-04-08,168
2025-04-08 10:30:00,April,8,2025-04-08 10:30:00,95.73,379.0,4.0,0.0001055408970976,293.77,10,1,4,21,403.0,0.0124069478908188,303.47,312.0,0.0064102564102564,300.96,434.0,0.0092165898617511,295.9,157.0,0.0573248407643312,308.89,460.0,0.0065217391304347,313.13,327.3333333333333,,0.0062724014336917,292.5466666666667,0,2025-04-08,168
2025-04-08 11:00:00,April,8,2025-04-08 11:00:00,91.71,423.0,1.0,2.364066193853428e-05,337.63,11,1,4,22,379.0,0.0105540897097625,293.77,403.0,0.0124069478908188,303.47,495.0,0.004040404040404,316.94,191.0,0.0052356020942408,289.61,441.0,0.0294784580498866,324.51,364.6666666666667,,0.0097904313369459,299.40000000000003,0,2025-04-08,168
2025-04-08 11:30:00,April,8,2025-04-08 11:30:00,91.81,482.0,6.0,0.0001244813278008,327.05,11,1,4,23,423.0,0.0023640661938534,337.63,379.0,0.0105540897097625,293.77,511.0,0.0,316.36,211.0,0.0094786729857819,290.5,542.0,0.007380073800738,314.64,401.6666666666667,,0.0084417012648116,311.62333333333333,0,2025-04-08,168
2025-04-08 12:00:00,April,8,2025-04-08 12:00:00,99.35,459.0,0.0,0.0,321.99,12,1,4,24,482.0,0.0124481327800829,327.05,423.0,0.0023640661938534,337.63,522.0,0.0134099616858237,305.51,199.0,0.0,298.99,540.0,0.0055555555555555,323.31,428.0,,0.0084554295612329,319.4833333333333,0,2025-04-08,168
2025-04-08 12:30:00,April,8,2025-04-08 12:30:00,95.34,516.0,1.0,1.937984496124031e-05,311.04,12,1,4,25,459.0,0.0,321.99,482.0,0.0124481327800829,327.05,568.0,0.0193661971830985,325.97,196.0,0.0051020408163265,287.31,538.0,0.0111524163568773,326.03,454.6666666666667,,0.0049373996579788,328.89000000000004,0,2025-04-08,168
2025-04-08 13:00:00,April,8,2025-04-08 13:00:00,86.46,522.0,5.0,9.57854406130268e-05,324.34,13,1,4,26,516.0,0.001937984496124,311.04,459.0,0.0,321.99,576.0,0.0208333333333333,332.53,214.0,0.0,318.22,569.0,0.0070298769771528,316.46,485.6666666666667,,0.0047953724254023,320.0266666666667,0,2025-04-08,168
2025-04-08 13:30:00,April,8,2025-04-08 13:30:00,77.94,490.0,5.0,0.0001020408163265,336.01,13,1,4,27,522.0,0.0095785440613026,324.34,516.0,0.001937984496124,311.04,555.0,0.0234234234234234,320.2,212.0,0.0047169811320754,294.45,512.0,0.01953125,320.57,499.0,,0.0038388428524755,319.1233333333333,0,2025-04-08,168
2025-04-08 14:00:00,April,8,2025-04-08 14:00:00,89.54,536.0,10.0,0.0001865671641791,342.15,14,1,4,28,490.0,0.010204081632653,336.01,522.0,0.0095785440613026,324.34,610.0,0.0032786885245901,324.06,235.0,0.0,300.71,555.0,0.0072072072072072,320.33,509.3333333333333,,0.0072402033966932,323.7966666666666,0,2025-04-08,168
2025-04-08 14:30:00,April,8,2025-04-08 14:30:00,86.99,517.0,2.0,3.868471953578336e-05,320.53,14,1,4,29,536.0,0.0186567164179104,342.15,490.0,0.010204081632653,336.01,566.0,0.0,321.39,209.0,0.0,271.49,552.0,0.0036231884057971,317.62,516.0,,0.0128131140372887,334.1666666666667,0,2025-04-08,168
2025-04-08 15:00:00,April,8,2025-04-08 15:00:00,99.37,478.0,1.0,2.0920502092050207e-05,324.08,15,1,4,30,517.0,0.0038684719535783,320.53,536.0,0.0186567164179104,342.15,577.0,0.0034662045060658,323.46,247.0,0.0,307.55,548.0,0.0036496350364963,315.15,514.3333333333334,,0.0109097566680472,332.8966666666667,0,2025-04-08,168
2025-04-08 15:30:00,April,8,2025-04-08 15:30:00,89.39,543.0,6.0,0.000110497237569,313.73,15,1,4,31,478.0,0.002092050209205,324.08,517.0,0.0038684719535783,320.53,582.0,0.0051546391752577,335.65,235.0,0.0042553191489361,289.35,503.0,0.003976143141153,297.38,510.3333333333333,,0.0082057461935646,328.92,0,2025-04-08,168
2025-04-08 16:00:00,April,8,2025-04-08 16:00:00,90.23,573.0,0.0,0.0,328.59,16,1,4,32,543.0,0.011049723756906,313.73,478.0,0.002092050209205,324.08,571.0,0.0087565674255691,325.08,190.0,0.0,319.68,577.0,0.0017331022530329,301.41,512.6666666666666,,0.0056700819732298,319.44666666666666,0,2025-04-08,168
2025-04-08 16:30:00,April,8,2025-04-08 16:30:00,99.4,501.0,2.0,3.992015968063872e-05,339.8,16,1,4,33,573.0,0.0,328.59,543.0,0.011049723756906,313.73,530.0,0.0188679245283018,362.39,204.0,0.0049019607843137,277.44,545.0,0.0110091743119266,314.94,531.3333333333334,,0.004380591322037,322.13333333333327,0,2025-04-08,168
2025-04-08 17:00:00,April,8,2025-04-08 17:00:00,99.39,488.0,0.0,0.0,323.73,17,1,4,34,501.0,0.0039920159680638,339.8,573.0,0.0,328.59,541.0,0.0,328.24,201.0,0.0,294.93,478.0,0.00418410041841,341.33,539.0,,0.0050139132416566,327.37333333333333,0,2025-04-08,168
2025-04-08 17:30:00,April,8,2025-04-08 17:30:00,99.56,451.0,0.0,0.0,359.57,17,1,4,35,488.0,0.0,323.73,501.0,0.0039920159680638,339.8,468.0,0.0021367521367521,323.69,187.0,0.0,248.33,465.0,0.0,313.75,520.6666666666666,,0.0013306719893546,330.70666666666665,0,2025-04-08,168
2025-04-08 18:00:00,April,8,2025-04-08 18:00:00,94.32,409.0,4.0,9.7799511002445e-05,322.52,18,1,4,36,451.0,0.0,359.57,488.0,0.0,323.73,452.0,0.0022123893805309,323.68,182.0,0.0,290.75,434.0,0.0023041474654377,313.12,480.0,,0.0013306719893546,341.0333333333333,0,2025-04-08,168
2025-04-08 18:30:00,April,8,2025-04-08 18:30:00,96.94,360.0,0.0,0.0,351.08,18,1,4,37,409.0,0.0097799511002444,322.52,451.0,0.0,359.57,358.0,0.0055865921787709,335.39,172.0,0.0,330.98,391.0,0.0025575447570332,325.36,449.3333333333333,,0.0032599837000814,335.2733333333333,0,2025-04-08,168
2025-04-08 19:00:00,April,8,2025-04-08 19:00:00,96.24,354.0,8.0,0.0002259887005649,315.67,19,1,4,38,360.0,0.0,351.08,409.0,0.0097799511002444,322.52,351.0,0.0,341.03,142.0,0.0,343.61,341.0,0.0058651026392961,323.32,406.6666666666667,,0.0032599837000814,344.39000000000004,0,2025-04-08,168
2025-04-08 19:30:00,April,8,2025-04-08 19:30:00,90.44,298.0,5.0,0.0001677852348993,371.12,19,1,4,39,354.0,0.0225988700564971,315.67,360.0,0.0,351.08,325.0,0.0061538461538461,313.29,130.0,0.0,321.35,324.0,0.0092592592592592,319.76,374.3333333333333,,0.0107929403855805,329.75666666666666,0,2025-04-08,168
2025-04-08 20:00:00,April,8,2025-04-08 20:00:00,98.12,268.0,2.0,7.462686567164179e-05,338.14,20,1,4,40,298.0,0.0167785234899328,371.12,354.0,0.0225988700564971,315.67,290.0,0.0137931034482758,343.39,129.0,0.0,303.6,263.0,0.0076045627376425,321.76,337.3333333333333,,0.01312579784881,345.9566666666667,0,2025-04-08,168
2025-04-08 20:30:00,April,8,2025-04-08 20:30:00,99.54,216.0,0.0,0.0,316.68,20,1,4,41,268.0,0.0074626865671641,338.14,298.0,0.0167785234899328,371.12,248.0,0.0040322580645161,328.77,125.0,0.024,324.48,252.0,0.0079365079365079,315.81,306.6666666666667,,0.0156133600378647,341.6433333333334,0,2025-04-08,168
2025-04-08 21:00:00,April,8,2025-04-08 21:00:00,98.34,184.0,3.0,0.0001630434782608,353.12,21,1,4,42,216.0,0.0,316.68,268.0,0.0074626865671641,338.14,202.0,0.0148514851485148,308.38,103.0,0.0194174757281553,275.17,196.0,0.0,279.84,260.6666666666667,,0.0080804033523656,341.98,0,2025-04-08,168
2025-04-08 21:30:00,April,8,2025-04-08 21:30:00,97.65,170.0,0.0,0.0,318.94,21,1,4,43,184.0,0.0163043478260869,353.12,216.0,0.0,316.68,166.0,0.0060240963855421,360.29,86.0,0.0,285.73,156.0,0.0064102564102564,306.11,222.66666666666663,,0.0079223447977503,335.98,0,2025-04-08,168
2025-04-08 22:00:00,April,8,2025-04-08 22:00:00,100.0,128.0,0.0,0.0,338.39,22,1,4,44,170.0,0.0,318.94,184.0,0.0163043478260869,353.12,131.0,0.0,314.24,77.0,0.0,296.16,110.0,0.0,327.23,190.0,,0.0054347826086956,329.58,0,2025-04-08,168
2025-04-08 22:30:00,April,8,2025-04-08 22:30:00,100.0,110.0,1.0,9.09090909090909e-05,296.9,22,1,4,45,128.0,0.0,338.39,170.0,0.0,318.94,93.0,0.0,402.73,71.0,0.0,288.61,105.0,0.0095238095238095,298.99,160.66666666666666,,0.0054347826086956,336.81666666666666,0,2025-04-08,168
2025-04-08 23:00:00,April,8,2025-04-08 23:00:00,100.0,81.0,1.0,0.0001234567901234,283.79,23,1,4,46,110.0,0.009090909090909,296.9,128.0,0.0,338.39,86.0,0.0,341.45,61.0,0.0163934426229508,350.43,70.0,0.0,328.16,136.0,,0.003030303030303,318.07666666666665,0,2025-04-08,168
2025-04-08 23:30:00,April,8,2025-04-08 23:30:00,100.0,74.0,0.0,0.0,333.34,23,1,4,47,81.0,0.0123456790123456,283.79,110.0,0.009090909090909,296.9,75.0,0.0,363.63,26.0,0.0384615384615384,394.8,46.0,0.0,290.85,106.33333333333331,,0.0071455293677515,306.36,0,2025-04-08,168
2025-04-09 00:00:00,April,9,2025-04-09 00:00:00,98.0,51.0,1.0,0.0001960784313725,220.56,0,2,4,0,74.0,0.0,333.34,81.0,0.0123456790123456,283.79,51.0,0.0,296.73,34.0,0.0,224.94,44.0,0.0,294.68,88.33333333333333,240.8125,0.0071455293677515,304.6766666666667,0,2025-04-09,162
2025-04-09 00:30:00,April,9,2025-04-09 00:30:00,100.0,34.0,1.0,0.0002941176470588,335.76,0,2,4,1,51.0,0.0196078431372549,220.56,74.0,0.0,333.34,29.0,0.0,346.83,25.0,0.0,258.24,36.0,0.0,452.25,68.66666666666667,240.8125,0.0106511740498668,279.23,0,2025-04-09,162
2025-04-09 01:00:00,April,9,2025-04-09 01:00:00,100.0,25.0,0.0,0.0,272.76,1,2,4,2,34.0,0.0294117647058823,335.76,51.0,0.0196078431372549,220.56,25.0,0.0,372.52,15.0,0.0,376.07,26.0,0.0,505.65,53.0,240.91666666666663,0.0163398692810457,296.55333333333334,0,2025-04-09,162
2025-04-09 01:30:00,April,9,2025-04-09 01:30:00,100.0,20.0,0.0,0.0,367.3,1,2,4,3,25.0,0.0,272.76,34.0,0.0294117647058823,335.76,20.0,0.0,340.65,9.0,0.0,517.11,18.0,0.0555555555555555,305.71,36.66666666666666,240.91666666666663,0.0163398692810457,276.36,0,2025-04-09,162
2025-04-09 02:00:00,April,9,2025-04-09 02:00:00,100.0,9.0,0.0,0.0,347.44,2,2,4,4,20.0,0.0,367.3,25.0,0.0,272.76,12.0,0.0,187.25,10.0,0.0,319.6,7.0,0.0,313.14,26.33333333333333,240.91666666666663,0.0098039215686274,325.2733333333333,0,2025-04-09,162
2025-04-09 02:30:00,April,9,2025-04-09 02:30:00,100.0,9.0,0.0,0.0,352.89,2,2,4,5,9.0,0.0,347.44,20.0,0.0,367.3,11.0,0.0,357.0,8.0,0.0,271.25,10.0,0.1,363.11,18.0,240.85416666666663,0.0,329.1666666666667,0,2025-04-09,162
2025-04-09 03:00:00,April,9,2025-04-09 03:00:00,100.0,3.0,0.0,0.0,483.0,3,2,4,6,9.0,0.0,352.89,9.0,0.0,347.44,2.0,0.0,214.0,6.0,0.1666666666666666,351.6,1.0,0.0,180.0,12.666666666666666,240.8125,0.0,355.8766666666667,0,2025-04-09,162
2025-04-09 03:30:00,April,9,2025-04-09 03:30:00,100.0,0.0,0.0,0.0,483.0,3,2,4,7,3.0,0.0,483.0,9.0,0.0,352.89,0.0,0.0,214.0,2.0,0.0,229.0,0.0,0.0,180.0,7.0,240.83333333333331,0.0,394.4433333333333,0,2025-04-09,162
2025-04-09 04:00:00,April,9,2025-04-09 04:00:00,100.0,0.0,0.0,0.0,483.0,4,2,4,8,0.0,0.0,483.0,3.0,0.0,483.0,0.0,0.0,214.0,2.0,0.0,123.0,1.0,0.0,364.0,4.0,240.83333333333331,0.0,439.63,0,2025-04-09,162
2025-04-09 04:30:00,April,9,2025-04-09 04:30:00,100.0,1.0,0.0,0.0,387.0,4,2,4,9,0.0,0.0,483.0,0.0,0.0,483.0,0.0,0.0,214.0,2.0,0.0,158.0,0.0,0.0,364.0,1.0,240.83333333333331,0.0,483.0,0,2025-04-09,162
2025-04-09 05:00:00,April,9,2025-04-09 05:00:00,100.0,1.0,0.0,0.0,280.0,5,2,4,10,1.0,0.0,387.0,0.0,0.0,483.0,0.0,0.0,214.0,3.0,0.0,618.67,0.0,0.0,364.0,0.3333333333333333,240.85416666666663,0.0,451.0,0,2025-04-09,162
2025-04-09 05:30:00,April,9,2025-04-09 05:30:00,100.0,1.0,0.0,0.0,36.0,5,2,4,11,1.0,0.0,280.0,1.0,0.0,387.0,0.0,0.0,214.0,3.0,0.0,516.67,0.0,0.0,364.0,0.6666666666666666,240.875,0.0,383.3333333333333,0,2025-04-09,162
2025-04-09 06:00:00,April,9,2025-04-09 06:00:00,100.0,13.0,0.0,0.0,201.54,6,2,4,12,1.0,0.0,36.0,1.0,0.0,280.0,11.0,0.0,221.0,10.0,0.0,275.0,12.0,0.0,219.75,1.0,240.89583333333331,0.0,234.33333333333331,0,2025-04-09,162
2025-04-09 06:30:00,April,9,2025-04-09 06:30:00,100.0,27.0,0.0,0.0,207.93,6,2,4,13,13.0,0.0,201.54,1.0,0.0,36.0,16.0,0.0,299.69,13.0,0.0,226.77,17.0,0.0,276.76,5.0,240.9375,0.0,172.51333333333332,0,2025-04-09,162
2025-04-09 07:00:00,April,9,2025-04-09 07:00:00,100.0,31.0,0.0,0.0,219.9,7,2,4,14,27.0,0.0,207.93,13.0,0.0,201.54,24.0,0.0,213.88,21.0,0.0,316.38,37.0,0.0,225.97,13.666666666666666,241.16666666666663,0.0,148.49,0,2025-04-09,162
2025-04-09 07:30:00,April,9,2025-04-09 07:30:00,100.0,80.0,0.0,0.0,248.43,7,2,4,15,31.0,0.0,219.9,27.0,0.0,207.93,63.0,0.0,276.35,38.0,0.0,219.79,66.0,0.0151515151515151,256.28,23.666666666666668,241.3125,0.0,209.79,0,2025-04-09,162
2025-04-09 08:00:00,April,9,2025-04-09 08:00:00,100.0,117.0,0.0,0.0,304.46,8,2,4,16,80.0,0.0,248.43,31.0,0.0,219.9,126.0,0.0079365079365079,289.98,97.0,0.0,253.32,124.0,0.0161290322580645,296.09,46.0,241.66666666666663,0.0,225.42,0,2025-04-09,162
2025-04-09 08:30:00,April,9,2025-04-09 08:30:00,99.37,159.0,0.0,0.0,299.35,8,2,4,17,117.0,0.0,304.46,80.0,0.0,248.43,177.0,0.0,294.37,167.0,0.0,280.38,194.0,0.0,294.23,76.0,241.47916666666663,0.0,257.59666666666664,0,2025-04-09,162
2025-04-09 09:00:00,April,9,2025-04-09 09:00:00,98.44,259.0,2.0,7.722007722007723e-05,253.61,9,2,4,18,159.0,0.0,299.35,117.0,0.0,304.46,267.0,0.0,273.21,247.0,0.0080971659919028,299.06,272.0,0.0036764705882352,277.9,118.66666666666669,241.10416666666663,0.0,284.08,0,2025-04-09,162
2025-04-09 09:30:00,April,9,2025-04-09 09:30:00,99.29,280.0,0.0,0.0,290.78,9,2,4,19,259.0,0.0077220077220077,253.61,159.0,0.0,299.35,312.0,0.0064102564102564,300.96,314.0,0.0031847133757961,299.53,309.0,0.0,281.37,178.33333333333334,240.9375,0.0025740025740025,285.8066666666667,0,2025-04-09,162
2025-04-09 10:00:00,April,9,2025-04-09 10:00:00,98.76,323.0,1.0,3.0959752321981425e-05,282.54,10,2,4,20,280.0,0.0,290.78,259.0,0.0077220077220077,253.61,403.0,0.0124069478908188,303.47,395.0,0.0075949367088607,313.64,382.0,0.0,293.63,232.66666666666663,240.27083333333331,0.0025740025740025,281.24666666666667,0,2025-04-09,162
2025-04-09 10:30:00,April,9,2025-04-09 10:30:00,47.76,405.0,26.0,0.0006419753086419,330.77,10,2,4,21,323.0,0.0030959752321981,282.54,280.0,0.0,290.78,379.0,0.0105540897097625,293.77,434.0,0.0092165898617511,295.9,396.0,0.0101010101010101,298.32,287.3333333333333,238.60416666666663,0.0036059943180686,275.6433333333334,0,2025-04-09,162
2025-04-09 11:00:00,April,9,2025-04-09 11:00:00,95.84,434.0,1.0,2.304147465437788e-05,294.28,11,2,4,22,405.0,0.0641975308641975,330.77,323.0,0.0030959752321981,282.54,423.0,0.0023640661938534,337.63,495.0,0.004040404040404,316.94,466.0,0.0,322.6,336.0,239.14583333333331,0.0224311686987985,301.3633333333333,0,2025-04-09,162
2025-04-09 11:30:00,April,9,2025-04-09 11:30:00,69.57,469.0,9.0,0.0001918976545842,346.32,11,2,4,23,434.0,0.0023041474654377,294.28,405.0,0.0641975308641975,330.77,482.0,0.0124481327800829,327.05,511.0,0.0,316.36,453.0,0.0,309.21,387.3333333333333,239.375,0.0231992178539444,302.53,0,2025-04-09,162
2025-04-09 12:00:00,April,9,2025-04-09 12:00:00,93.89,450.0,8.0,0.0001777777777777,332.41,12,2,4,24,469.0,0.0191897654584221,346.32,434.0,0.0023041474654377,294.28,459.0,0.0,321.99,522.0,0.0134099616858237,305.51,497.0,0.0120724346076458,315.13,436.0,239.10416666666663,0.0285638145960191,323.79,0,2025-04-09,162
2025-04-09 12:30:00,April,9,2025-04-09 12:30:00,78.35,525.0,3.0,5.714285714285714e-05,305.52,12,2,4,25,450.0,0.0177777777777777,332.41,469.0,0.0191897654584221,346.32,516.0,0.001937984496124,311.04,568.0,0.0193661971830985,325.97,462.0,0.0,306.85,451.0,238.91666666666663,0.0130905635672125,324.33666666666664,0,2025-04-09,162
2025-04-09 13:00:00,April,9,2025-04-09 13:00:00,99.59,485.0,1.0,2.0618556701030927e-05,319.7,13,2,4,26,525.0,0.0057142857142857,305.52,450.0,0.0177777777777777,332.41,522.0,0.0095785440613026,324.34,576.0,0.0208333333333333,332.53,531.0,0.0056497175141242,329.52,481.3333333333333,239.10416666666663,0.0142272763168285,328.0833333333333,0,2025-04-09,162
2025-04-09 13:30:00,April,9,2025-04-09 13:30:00,99.2,502.0,0.0,0.0,302.43,13,2,4,27,485.0,0.002061855670103,319.7,525.0,0.0057142857142857,305.52,490.0,0.010204081632653,336.01,555.0,0.0234234234234234,320.2,477.0,0.0020964360587002,305.36,486.6666666666667,238.33333333333331,0.0085179730540555,319.21,0,2025-04-09,162
2025-04-09 14:00:00,April,9,2025-04-09 14:00:00,98.88,535.0,0.0,0.0,315.56,14,2,4,28,502.0,0.0,302.43,485.0,0.002061855670103,319.7,536.0,0.0186567164179104,342.15,610.0,0.0032786885245901,324.06,499.0,0.0,306.94,504.0,238.58333333333331,0.0025920471281296,309.2166666666667,0,2025-04-09,162
2025-04-09 14:30:00,April,9,2025-04-09 14:30:00,95.42,524.0,0.0,0.0,319.27,14,2,4,29,535.0,0.0,315.56,502.0,0.0,302.43,517.0,0.0038684719535783,320.53,566.0,0.0,321.39,521.0,0.0019193857965451,312.21,507.3333333333333,238.5625,0.0006872852233676,312.56333333333333,0,2025-04-09,162
2025-04-09 15:00:00,April,9,2025-04-09 15:00:00,100.0,518.0,0.0,0.0,330.32,15,2,4,30,524.0,0.0,319.27,535.0,0.0,315.56,478.0,0.002092050209205,324.08,577.0,0.0034662045060658,323.46,536.0,0.001865671641791,326.56,520.3333333333334,238.70833333333331,0.0,312.42,0,2025-04-09,162
2025-04-09 15:30:00,April,9,2025-04-09 15:30:00,94.22,506.0,4.0,7.905138339920947e-05,331.18,15,2,4,31,518.0,0.0,330.32,524.0,0.0,319.27,543.0,0.011049723756906,313.73,582.0,0.0051546391752577,335.65,573.0,0.0017452006980802,338.87,525.6666666666666,239.54166666666663,0.0,321.71666666666664,0,2025-04-09,162
2025-04-09 16:00:00,April,9,2025-04-09 16:00:00,91.07,509.0,5.0,9.823182711198428e-05,324.52,16,2,4,32,506.0,0.0079051383399209,331.18,518.0,0.0,330.32,573.0,0.0,328.59,571.0,0.0087565674255691,325.08,533.0,0.0018761726078799,308.02,516.0,238.77083333333331,0.0026350461133069,326.92333333333335,0,2025-04-09,162
2025-04-09 16:30:00,April,9,2025-04-09 16:30:00,94.38,500.0,2.0,4e-05,334.84,16,2,4,33,509.0,0.0098231827111984,324.52,506.0,0.0079051383399209,331.18,501.0,0.0039920159680638,339.8,530.0,0.0188679245283018,362.39,474.0,0.0042194092827004,327.69,511.0,237.4375,0.0059094403503731,328.67333333333335,0,2025-04-09,162
